"date","borough","direction","main_street","cross_street","type","truck_route","struck_overpass","state_of_operators_license","bin","latitude","longitude","geocoded_column"
"2014-03-06T00:00:00.000","BRONX","W/B","CROSS BRONX EXPRESSWAY","BOSTON ROAD","STRIKE","YES","YES","N/A","1066407","40.839368","-73.883927","POINT (-73.883927 40.839368)"
"2016-05-16T00:00:00.000","BRONX","W/B","EAST 138th STREET","WALNUT AVENUE","STRIKE","YES","YES","N/A",,"40.802818","-73.908506","POINT (-73.908506 40.802818)"
"2016-07-17T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","MA","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2021-06-13T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","NY","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2021-11-22T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","N/A","2248299","40.713031","-73.833666","POINT (-73.833666 40.713031)"
"2015-03-26T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2015-09-24T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","N/A","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2014-09-12T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","OH","2075820","40.840660","-73.838276","POINT (-73.838276 40.84066)"
"2017-08-29T00:00:00.000","QUEENS","E/B","CROSS ISLAND PARKWAY","SOUTHERN STATE PARKWAY","STRIKE","NO","YES","WI","2266770","40.685666","-73.726403","POINT (-73.726403 40.685666)"
"2019-06-24T00:00:00.000","QUEENS","E/B","BELT PARKWAY","150th STREET","STRIKE","NO","YES","FL","1076660","40.666311","-73.789565","POINT (-73.789565 40.666311)"
"2022-01-21T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","N/A","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2020-06-29T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","GRAND CENTRAL PARKWAY","STRIKE","NO","YES","GA","1076600","40.743484","-73.732009","POINT (-73.732009 40.743484)"
"2014-11-22T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","BAY 8th STREET","STRIKE","NO","YES","N/A","2231290","40.603714","-74.019181","POINT (-74.019181 40.603714)"
"2018-09-05T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","GA","2229670","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2021-07-16T00:00:00.000","BRONX","S/B","CROSS BRONX EXPRESSWAY","BOSTON ROAD","STRIKE","YES","YES","FL","1066407","40.839368","-73.883927","POINT (-73.883927 40.839368)"
"2022-03-12T00:00:00.000","BROOKLYN","W/B","BROOKLYN QUEENS EXPRESSWAY","LEE AVENUE","STRIKE","YES","YES","NY",,"40.704816","-73.959139","POINT (-73.959139 40.704816)"
"2016-11-23T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 61st STREET","STRIKE","NO","YES","MD","2233040","40.759554","-73.957941","POINT (-73.957941 40.759554)"
"2019-06-05T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","OH","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2016-02-05T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","N/A","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2021-04-21T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 232nd STREET","STRIKE","NO","YES","CA","2229450","40.884539","-73.914667","POINT (-73.914667 40.884539)"
"2018-08-13T00:00:00.000","QUEENS","W/B","QUEENSBORO BRIDGE","23rd STREET","STRIKE","YES","YES","N/A","224004H","40.751801","-73.942939","POINT (-73.942939 40.751801)"
"2017-03-31T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","NORTHERN BOULEVARD","STRIKE","NO","YES","N/A","1075670","40.758460","-73.854591","POINT (-73.854591 40.75846)"
"2014-12-13T00:00:00.000","BROOKLYN","W/B","REMSEN AVENUE","DITMAS AVENUE","STRIKE","YES","YES","N/A","7702720","40.647153","-73.913616","POINT (-73.913616 40.647153)"
"2020-12-09T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","NC","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2017-03-10T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","OH","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2016-02-09T00:00:00.000","MANHATTAN","S/B","HARLEM RIVER DRIVE","ROBERT F. KENNEDY BRIDGE","STRIKE","NO","NO","PA",,"40.801282","-73.930079","POINT (-73.930079 40.801282)"
"2013-01-28T00:00:00.000","MANHATTAN",,"79th STREET","TRANSVERSE ROAD","STRIKE","YES","NO","N/A","2246440","40.778809","-73.968183","POINT (-73.968183 40.778809)"
"2016-10-13T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2020-04-14T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","NJ","2231850","40.74087","-73.726832","POINT (-73.726832 40.74087)"
"2019-03-12T00:00:00.000","BROOKLYN","W/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","FL","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-01-28T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","QUEENS BOULEVARD","STRIKE","NO","YES","OH","2230209","40.714381","-73.830989","POINT (-73.830989 40.714381)"
"2016-05-18T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 61st STREET","STRIKE","NO","YES","MD","2233040","40.759554","-73.957941","POINT (-73.957941 40.759554)"
"2014-05-18T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","WHITESTONE EXPRESSWAY","STRIKE","YES","YES","TX","2266160","40.789428","-73.822636","POINT (-73.822636 40.789428)"
"2021-09-09T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","NO","N/A","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2015-05-15T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2013-07-31T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2021-09-23T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","N/A","7233000","40.756939","-73.838560","POINT (-73.83856 40.756939)"
"2019-08-26T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","NY","2230190","40.711769","-73.836038","POINT (-73.836038 40.711769)"
"2022-06-29T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","PA","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2019-11-29T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 16th STREET","STRIKE","NO","YES","GA","7233070","40.585018","-73.954824","POINT (-73.954824 40.585018)"
"2021-12-23T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","N/A","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-01-04T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","VA","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2021-03-01T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","HEMPSTEAD AVENUE","STRIKE","NO","YES","N/A","2231780","40.711016","-73.728054","POINT (-73.728054 40.711016)"
"2015-04-23T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2020-08-11T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","HILLSIDE AVENUE","STRIKE","NO","YES","MO","2231840","40.734262","-73.722845","POINT (-73.722845 40.734262)"
"2022-01-12T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","MD","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2021-10-27T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","SOUTHERN STATE PARKWAY","STRIKE","NO","YES","GA","2266770","40.687361","-73.724915","POINT (-73.724915 40.687361)"
"2020-10-24T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","TX","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2018-06-06T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","MD","2233038","40.759554","-73.957941","POINT (-73.957941 40.759554)"
"2016-08-05T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","ROOSEVELT AVENUE","STRIKE","NO","YES","N/A","1055930","40.752716","-73.852024","POINT (-73.852024 40.752716)"
"2021-08-27T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","N/A","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2015-11-23T00:00:00.000","QUEENS","E/B","BELT PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","NY","2266770","40.683846","-73.726456","POINT (-73.726456 40.683846)"
"2019-11-05T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","SC","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2014-10-02T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","OH","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2021-05-24T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2020-05-18T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","SOUTHERN STATE PARKWAY","STRIKE","NO","YES","NY","2266770","40.685666","-73.726403","POINT (-73.726403 40.685666)"
"2017-11-06T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","NY","2230120","40.702933","-73.858304","POINT (-73.858304 40.702933)"
"2014-11-01T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","NY","2075820","40.840660","-73.838276","POINT (-73.838276 40.84066)"
"2018-02-23T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","VA","2229470","40.888133","-73.911129","POINT (-73.911129 40.888133)"
"2020-11-08T00:00:00.000","BROOKLYN","W/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","IA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-06-11T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 60th STREET","STRIKE","NO","YES","CT","2233038","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2015-09-04T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","MA","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2015-02-17T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","N/A","2233040","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2013-10-14T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 236th STREET","STRIKE","NO","YES","NY","2229460","40.886482","73.9125336","POINT (73.9125336 40.886482)"
"2020-07-16T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","27th AVENUE","STRIKE","NO","YES","N/A","2231330","40.587711","-73.991782","POINT (-73.991782 40.587711)"
"2022-05-29T00:00:00.000","QUEENS","N/B","BELT PARKWAY","130th AVENUE","STRIKE","NO","YES","CT","2231730","40.678676","-73.729805","POINT (-73.729805 40.678676)"
"2020-11-19T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","MD","2231850","40.740870","-73.726832","POINT (-73.726832 40.74087)"
"2021-02-03T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","N/A","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2022-02-07T00:00:00.000","BRONX","N/B","GRAND CONCOURSE","EAST FORDHAM ROAD","STRIKE","NO","YES","N/A","1056000","40.862430","-73.896938","POINT (-73.896938 40.86243)"
"2014-02-22T00:00:00.000","BROOKLYN","W/B","REMSEN AVENUE","AVENUE D","STRIKE","YES","YES","N/A","7702720","40.647181","-73.913658","POINT (-73.913658 40.647181)"
"2021-07-20T00:00:00.000","QUEENS","E/B","BELT PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","MA",,"40.687187","-73.725016","POINT (-73.725016 40.687187)"
"2017-02-20T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2013-05-10T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 33rd STREET","STRIKE","NO","YES","N/A","107706A","40.742481","-73.972292","POINT (-73.972292 40.742481)"
"2022-04-12T00:00:00.000","BRONX","N/B","BRONX RIVER PARKWAY","WATSON AVENUE","STRIKE","NO","YES","CA","1075740","40.826687","-73.872707","POINT (-73.872707 40.826687)"
"2016-12-09T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NJ","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2015-02-23T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","82nd STREET","STRIKE","NO","YES","GA","1055859","40.766958","-73.887576","POINT (-73.887576 40.766958)"
"2022-04-22T00:00:00.000","QUEENS","S/B","BELT PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","NY",,"40.687187","-73.725016","POINT (-73.725016 40.687187)"
"2018-11-12T00:00:00.000","QUEENS","N/B","VAN WYCK EXPRESSWAY","ROCKWAY BOULEVARD","STRIKE","YES","YES","NY","1055630","40.674427","-73.802080","POINT (-73.80208 40.674427)"
"2014-07-01T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","TX","2233038","40.760213","-73.957473","POINT (-73.957473 40.760213)"
"2017-08-15T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 246th STREET","STRIKE","NO","YES","PA","2229490","40.893615","-73.908158","POINT (-73.908158 40.893615)"
"2022-09-01T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NY","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2018-10-17T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","TN","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2016-09-17T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","IL","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2017-04-17T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2013-10-18T00:00:00.000","QUEENS","W/B","LONG ISLAND EXPRESSWAY","SPRINGFIELD BOULEVARD","STRIKE","YES","YES","N/A","1055230","40.749411","-73.756855","POINT (-73.756855 40.749411)"
"2014-03-08T00:00:00.000","BRONX","W/B","CROSS BRONX EXPRESSWAY","SOUTHERN BOULEVARD","STRIKE","YES","YES","N/A","1066399","40.840544","-73.886064","POINT (-73.886064 40.840544)"
"2015-10-02T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","ORCHARD BEACH ROAD","STRIKE","NO","YES","N/A","1075860","40.873041","-73.818738","POINT (-73.818738 40.873041)"
"2021-12-08T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","NY","2075820","40.840867","-73.838482","POINT (-73.838482 40.840867)"
"2015-06-15T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 55th STREET","STRIKE","NO","YES","TX","2233040","40.755757","-73.960935","POINT (-73.960935 40.755757)"
"2015-07-07T00:00:00.000","BRONX","N/B","GRAND CONCOURSE","EAST FORDHAM ROAD","STRIKE","NO","YES","N/A","1056000","40.862430","-73.896938","POINT (-73.896938 40.86243)"
"2017-09-17T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","EXIT 9","STRIKE","NO","YES","N/A",,,,
"2019-03-27T00:00:00.000","BRONX","S/B","MAJOR DEEGAN EXPRESSWAY","WEST 238th STREET","STRIKE","YES","YES","N/A","1067000","40.884435","-73.898583","POINT (-73.898583 40.884435)"
"2013-04-16T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","KNAPP STREET","STRIKE","NO","YES","N/A","2231449","40.585744","-73.931484","POINT (-73.931484 40.585744)"
"2021-02-16T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","MA","2075820","40.840867","-73.838482","POINT (-73.838482 40.840867)"
"2018-05-06T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","4th AVENUE","STRIKE","NO","YES","N/A","2231270","40.610636","-74.035803","POINT (-74.035803 40.610636)"
"2022-06-17T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","GRAND CENTRAL PARKWAY","STRIKE","NO","YES","FL","1076610","40.743943","-73.732870","POINT (-73.73287 40.743943)"
"2020-03-16T00:00:00.000","QUEENS","E/B","BELT PARKWAY","225th STREET","STRIKE","NO","YES","NV","2231640","400665742","-73.752237","POINT (-73.752237 400665742)"
"2019-06-30T00:00:00.000","BROOKLYN","E/B","JACKIE ROBINSON PARKWAY","CYPRESS HILLS STREET","STRIKE","NO","YES","N/A","2230040","40.692131","-73.882544","POINT (-73.882544 40.692131)"
"2014-11-12T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","IL","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2017-10-19T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","VERRAZANO BRIDGE","STRIKE","YES","YES","GA","5521900","40.609572","-74.034941","POINT (-74.034941 40.609572)"
"2019-08-13T00:00:00.000","BROOKLYN","W/B","BROOKLYN QUEENS EXPRESSWAY","SOUTH 3rd STREET","STRIKE","YES","YES","NY","1065530","40.710229","-73.956236","POINT (-73.956236 40.710229)"
"2021-01-18T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","TX","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2018-03-16T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","NY","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2021-07-24T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 56th STREET","STRIKE","NO","YES","MN","2233038","40.756401","-73.960467","POINT (-73.960467 40.756401)"
"2020-10-13T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","CLINTONVILLE STREET","STRIKE","NO","YES","NJ","2231940","40.786873","-73.810109","POINT (-73.810109 40.786873)"
"2013-07-19T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","N/A","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2017-10-17T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","IN","2233080","40.585038","-73.954744","POINT (-73.954744 40.585038)"
"2022-04-06T00:00:00.000","QUEENS","W/B","BELT PARKWAY","FRANCIS LEWIS BOULEVARD","STRIKE","NO","YES","GA","2231930","40.786434","-73.806265","POINT (-73.806265 40.786434)"
"2021-09-19T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2021-05-10T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","METROPOLITAN AVENUE","STRIKE","NO","YES","N/A","2230179","40.708996","-73.841639","POINT (-73.841639 40.708996)"
"2015-03-25T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2021-03-31T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","NY","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2013-03-22T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2022-07-23T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","TX","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2014-03-25T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 78th STREET","STRIKE","NO","YES","CAN","2232140","40.769563","-73.948226","POINT (-73.948226 40.769563)"
"2015-06-08T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","N/A","1065030","40.716425","-73.827978","POINT (-73.827978 40.716425)"
"2018-07-17T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","METROPOLITAN AVENUE","STRIKE","NO","YES","NY","2230179","40.708996","-73.841639","POINT (-73.841639 40.708996)"
"2017-05-02T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 55th STREET","STRIKE","NO","YES","N/A","2233040","40.755757","-73.960935","POINT (-73.960935 40.755757)"
"2019-04-15T00:00:00.000","BROOKLYN","E/B","JACKIE ROBINSON PARKWAY","HIGHLAND BOULEVARD","STRIKE","NO","YES","N/A","2230020","40.678189","-73.897491","POINT (-73.897491 40.678189)"
"2021-01-04T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","FL","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2021-03-25T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","PA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2021-05-02T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","IN","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2015-02-14T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","PA","2075820","40.840729","-73.838480","POINT (-73.83848 40.840729)"
"2020-02-18T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","WHITESTONE EXPRESSWAY","STRIKE","NO","YES","FL","1065210","40.790655","-73.822075","POINT (-73.822075 40.790655)"
"2013-09-20T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2016-07-15T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","N/A","2233040","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2019-07-26T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2016-03-15T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 57th STREET","STRIKE","NO","YES","N/A","2233040","40.757053","-73.959903","POINT (-73.959903 40.757053)"
"2021-06-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","WI","7233000","40.756939","-73.838560","POINT (-73.83856 40.756939)"
"2019-05-09T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","N/A","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2014-07-14T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","N/A","2230180","40.710683","-73.837380","POINT (-73.83738 40.710683)"
"2018-04-05T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","MD","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2020-11-12T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","OH","7233070","40.585019","-73.954903","POINT (-73.954903 40.585019)"
"2020-09-21T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","GA","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2014-05-28T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","ROOSEVELT AVENUE","STRIKE","NO","YES","N/A","1055930","40.752716","-73.852024","POINT (-73.852024 40.752716)"
"2019-09-26T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 16th STREET","STRIKE","NO","YES","FL","7233070","40.585018","-73.954824","POINT (-73.954824 40.585018)"
"2015-10-19T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","OCEAN PARKWAY","STRIKE","NO","YES","CAN","2231360","40.583891","-73.966856","POINT (-73.966856 40.583891)"
"2021-12-01T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","N/A","2231850","40.740870","-73.726832","POINT (-73.726832 40.74087)"
"2022-01-31T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","NC","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2020-07-10T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","147th STREET","STRIKE","NO","YES","N/A","2231980","40.789151","-73.819379","POINT (-73.819379 40.789151)"
