"date","borough","direction","main_street","cross_street","type","truck_route","struck_overpass","state_of_operators_license","bin","latitude","longitude","geocoded_column"
"2013-01-11T00:00:00.000","MANHATTAN","N/B","PARK AVENUE TUNNEL","EAST 39th STREET","STRIKE","NO","NO","N/A","2246550","40.750227","-73.979071","POINT (-73.979071 40.750227)"
"2016-10-13T00:00:00.000","QUEENS","W/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","N/A","2231590","40.666703","-73.810360","POINT (-73.81036 40.666703)"
"2021-06-29T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2018-03-28T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","N/A","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2015-11-02T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","ROOSEVELT AVENUE","STRIKE","NO","YES","TX","1055930","40.752716","-73.852024","POINT (-73.852024 40.752716)"
"2020-04-29T00:00:00.000","BRONX","N/B","BRONX RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","CA","7067078","40.829899","-73.873194","POINT (-73.873194 40.829899)"
"2017-04-18T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","VA","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2020-10-01T00:00:00.000","QUEENS","N/B","VAN WYCK EXPRESSWAY","ROCKWAY BOULEVARD","STRIKE","YES","YES","NY","1055630","40.674427","-73.802080","POINT (-73.80208 40.674427)"
"2021-09-21T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","FL","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2018-08-27T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","MO","2233080","40.585038","-73.954744","POINT (-73.954744 40.585038)"
"2020-11-20T00:00:00.000","BROOKLYN","W/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","NC","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2021-12-14T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","QUEENS BOULEVARD","STRIKE","NO","YES","PA","2230209","40.714381","-73.830989","POINT (-73.830989 40.714381)"
"2020-08-04T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 48th STREET","STRIKE","NO","YES","OH","2266630","40.752444","-73.964531","POINT (-73.964531 40.752444)"
"2021-02-16T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","DOUGLASTON PARKWAY","STRIKE","NO","YES","N/A","2266139","40.751664","-73.742826","POINT (-73.742826 40.751664)"
"2021-10-27T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","CONEY ISLAND AVENUE","STRIKE","NO","YES","N/A","2231610","40.584596","-73.960353","POINT (-73.960353 40.584596)"
"2022-06-19T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","DE","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2017-03-08T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","WA","2075820","40.840729","-73.838480","POINT (-73.83848 40.840729)"
"2018-10-29T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","N/A","2229670","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2021-05-25T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","N/A","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2019-01-02T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","VA","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2020-05-10T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","VA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-01-27T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","N/A","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2015-05-15T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","GA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2013-07-27T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","DOUGLASTON PARKWAY","STRIKE","NO","YES","NJ","2266139","40.751664","-73.742826","POINT (-73.742826 40.751664)"
"2013-07-30T00:00:00.000","QUEENS","W/B","LONG ISLAND EXPRESSWAY","SPRINGFIELD BOULEVARD","STRIKE","YES","YES","NY","1055320","40.749411","-73.756855","POINT (-73.756855 40.749411)"
"2015-02-20T00:00:00.000","QUEENS","E/B","QUEENS BOULEVARD","WOODHAVEN BLVD","STRIKE","YES","YES","N/A","2248159","40.733479","-73.870480","POINT (-73.87048 40.733479)"
"2016-09-17T00:00:00.000","QUEENS","E/B","FRANCIS LEWIS BOULEVARD","BROOKVILLE BOULEVARD","STRIKE","NO","YES","N/A",,"40.667610","-73.737391","POINT (-73.737391 40.66761)"
"2013-09-30T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","GA","2231850","40.740870","-73.726832","POINT (-73.726832 40.74087)"
"2015-04-21T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2016-11-25T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","MYRTLE AVENUE","STRIKE","NO","YES","N/A","2230120","40.702909","-73.858049","POINT (-73.858049 40.702909)"
"2014-02-26T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","NO","WA","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2021-01-10T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 232nd STREET","STRIKE","NO","YES","FL","2229450","40.884539","-73.914667","POINT (-73.914667 40.884539)"
"2015-06-30T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NY","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2022-01-31T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","AR","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2017-02-22T00:00:00.000","QUEENS","E/B","BROOKLYN QUEENS EXPRESSWAY","69th STREET","STRIKE","YES","YES","N/A","2230550","40.749883","-73.897232","POINT (-73.897232 40.749883)"
"2013-04-30T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","NORTHERN BOULEVARD","STRIKE","NO","YES","N/A","2231870","40.762317","-73.757125","POINT (-73.757125 40.762317)"
"2019-04-06T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","GA","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2015-02-21T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","92nd STREET","STRIKE","NO","NO","N/A","2232167","40.628854","-73.888429","POINT (-73.888429 40.628854)"
"2018-06-07T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","LINDEN BOULEVARD","STRIKE","NO","YES","N/A","2231750","40.690743","-73.726780","POINT (-73.72678 40.690743)"
"2022-08-11T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","147th STREET","STRIKE","NO","YES","FL","2231980","40.789313","-73.819404","POINT (-73.819404 40.789313)"
"2021-04-01T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 62nd STREET","STRIKE","NO","YES","N/A","2233038","40.760101","-73.957308","POINT (-73.957308 40.760101)"
"2021-02-11T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","GA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2020-11-24T00:00:00.000","QUEENS","W/B","BELT PARKWAY","225th STREET","STRIKE","NO","YES","TX","2231640","40.665896","-73.752027","POINT (-73.752027 40.665896)"
"2015-06-09T00:00:00.000","BROOKLYN","E/B","LINDEN BOULEVARD","ELTON STREET","STRIKE","YES","YES","N/A",,"40.663446","-73.879160","POINT (-73.87916 40.663446)"
"2018-12-23T00:00:00.000","QUEENS","W/B","SOUTHERN STATE PARKWAY","BELT PARKWAY","STRIKE","NO","YES","NJ","2231750","40.685299","-73.726345","POINT (-73.726345 40.685299)"
"2022-03-07T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","TX","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2015-08-12T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2018-09-24T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","OCEAN PARKWAY","STRIKE","NO","YES","FL","2231360","40.583891","-73.966856","POINT (-73.966856 40.583891)"
"2022-08-08T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","CONEY ISLAND AVENUE","STRIKE","NO","YES","NJ","2231610","40.584596","-73.960353","POINT (-73.960353 40.584596)"
"2013-06-04T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 53rd STREET","STRIKE","NO","YES","N/A","2233040","40.754670","-73.962254","POINT (-73.962254 40.75467)"
"2013-09-20T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WHITESTONE BRIDGE","STRIKE","NO","YES","N/A",,"40.811186","-73.835715","POINT (-73.835715 40.811186)"
"2017-01-29T00:00:00.000","QUEENS","E/B","QUEENSBORO BRIDGE",,"STRIKE","YES","YES","N/A","224004F","40.756907","-73.954448","POINT (-73.954448 40.756907)"
"2022-09-14T00:00:00.000","QUEENS","N/B","BELT PARKWAY","130th AVENUE","STRIKE","NO","YES","NJ","2231730","40.678676","-73.729805","POINT (-73.729805 40.678676)"
"2021-01-25T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","WI","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2022-05-13T00:00:00.000","QUEENS","E/B","BELT PARKWAY","SOUTHERN STATE PARKWAY","STRIKE","NO","YES","NJ",,"40.687361","-73.724915","POINT (-73.724915 40.687361)"
"2021-01-28T00:00:00.000","QUEENS","E/B","BELT PARKWAY","130th STREET","STRIKE","NO","YES","MD","2231590","40.666577","-73.810575","POINT (-73.810575 40.666577)"
"2017-02-15T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2014-01-13T00:00:00.000","QUEENS","N/B","CROSS ISLAND PARKWAY","WEST ALLEY ROAD","STRIKE","NO","YES","N/A","2231860","40.751706","-73.742698","POINT (-73.742698 40.751706)"
"2014-10-20T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842945","-73.837598","POINT (-73.837598 40.842945)"
"2016-12-03T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","FL","2231290","40.601576","-74.011933","POINT (-74.011933 40.601576)"
"2015-10-22T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 111th STREET","STRIKE","NO","YES","N/A","2232190","40.791787","-73.935472","POINT (-73.935472 40.791787)"
"2020-10-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","CONEY ISLAND AVENUE","STRIKE","NO","YES","GA","2231610","40.584596","-73.960353","POINT (-73.960353 40.584596)"
"2016-09-08T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","MA","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2013-06-27T00:00:00.000","QUEENS","E/B","CROSS ISLAND PARKWAY","147th STREET","STRIKE","NO","YES","N/A","2231980","40.789168","-73.819427","POINT (-73.819427 40.789168)"
"2018-11-04T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","SOUTHERN STATE PARKWAY","STRIKE","NO","YES","N/A","2266770","40.685666","-73.726403","POINT (-73.726403 40.685666)"
"2021-07-21T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NY","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2014-03-24T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2018-07-30T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","BAY 8th STREET","STRIKE","NO","YES","N/A","2231290","40.603714","-74.019181","POINT (-74.019181 40.603714)"
"2013-03-27T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842936","-73.837610","POINT (-73.83761 40.842936)"
"2019-04-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","GA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2018-06-27T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","NY","2075820","40.840208","-73.837796","POINT (-73.837796 40.840208)"
"2013-11-25T00:00:00.000","QUEENS","S/B","LAURELTON PARKWAY","MERRICK BOULEVARD","STRIKE","NO","YES","N/A","2231720","40.673938","-73.734519","POINT (-73.734519 40.673938)"
"2021-01-06T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","CT","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2017-04-28T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","BAY 8th STREET","STRIKE","NO","YES","PA","2231290","40.603714","-74.019181","POINT (-74.019181 40.603714)"
"2021-04-28T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","GA","2229470","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2015-02-14T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 58th STREET","STRIKE","NO","YES","N/A","2233040","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2022-06-03T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 246th STREET","STRIKE","NO","YES","NY","2229490","40.893512","-73.908132","POINT (-73.908132 40.893512)"
"2020-02-22T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","N/A","2075820","40.840764","-73.838456","POINT (-73.838456 40.840764)"
"2013-10-16T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 57th STREET","STRIKE","NO","YES","N/A","2233040","40.757053","-73.959903","POINT (-73.959903 40.757053)"
"2019-07-28T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","CROPSEY AVENUE","STRIKE","NO","YES","N/A","2231340","40.584154","-73.986960","POINT (-73.98696 40.584154)"
"2017-10-14T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","EAST 14th STREET","STRIKE","NO","YES","N/A","2233080","40.585038","-73.954744","POINT (-73.954744 40.585038)"
"2016-04-16T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","N/A","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2015-07-07T00:00:00.000","STATEN ISLAND","N/B","WEST SHORE EXPRESSWAY","ARTHUR KILL ROAD","STRIKE","NO","YES","NY","1075142","40.557239","-74.204841","POINT (-74.204841 40.557239)"
"2022-04-12T00:00:00.000","QUEENS","S/B","BELT PARKWAY","130th AVENUE","STRIKE","NO","YES","NY","2231740","40.678676","-73.729805","POINT (-73.729805 40.678676)"
"2017-12-29T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","GA","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2020-09-21T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","GA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2014-05-28T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","CONEY ISLAND AVENUE","STRIKE","NO","NO","SC","2231610","40.584596","-73.960353","POINT (-73.960353 40.584596)"
"2015-04-13T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","78th AVENUE","STRIKE","NO","YES","FL","7075210","40.716841","-73.830076","POINT (-73.830076 40.716841)"
"2021-12-01T00:00:00.000","BRONX","S/B","BRONX RIVER PARKWAY","EAST GUNHILL ROAD","STRIKE","NO","YES","NY","1067130","40.878502","-73.870077","POINT (-73.870077 40.878502)"
"2021-04-05T00:00:00.000","QUEENS","E/B","BROOKLYN QUEENS EXPRESSWAY","69th STREET","STRIKE","YES","YES","NY","2230550","40.743306","-73.895787","POINT (-73.895787 40.743306)"
"2015-07-24T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 61st STREET","STRIKE","NO","NO","TX","2233038","40.760213","-73.957473","POINT (-73.957473 40.760213)"
"2018-10-13T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","METROPOLITAN AVENUE","STRIKE","NO","YES","N/A","2230179","40.708996","-73.841639","POINT (-73.841639 40.708996)"
"2015-05-22T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 57th STREET","STRIKE","NO","YES","N/A","2233040","40.757719","-73.959396","POINT (-73.959396 40.757719)"
"2014-10-04T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2022-01-14T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","HEMPSTEAD AVENUE","STRIKE","NO","YES","NJ","2231780","40.711363","-73.728380","POINT (-73.72838 40.711363)"
"2016-01-01T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","ORCHARD BEACH ROAD","STRIKE","NO","YES","N/A","1075860","40.873041","-73.818738","POINT (-73.818738 40.873041)"
"2016-11-01T00:00:00.000","QUEENS","E/B","BELT PARKWAY","MERRICK BOULEVARD","STRIKE","NO","YES","PA","2231720","40.673653","-73.734423","POINT (-73.734423 40.673653)"
"2018-12-03T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 49th STREET","STRIKE","NO","YES","N/A","2266630","40.752444","-73.964531","POINT (-73.964531 40.752444)"
"2014-05-20T00:00:00.000","QUEENS","E/B","QUEENS BOULEVARD","VAN DAM STREET","STRIKE","YES","YES","N/A",,"40.745150","-73.933520","POINT (-73.93352 40.74515)"
"2022-08-17T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","MARKWOOD PLACE","STRIKE","NO","YES","MD","2230190","40.711773","-73.836038","POINT (-73.836038 40.711773)"
"2018-06-12T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","147th STREET","STRIKE","NO","YES","CT","2231980","40.789313","-73.819404","POINT (-73.819404 40.789313)"
"2016-03-15T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 73rd STREET","STRIKE","NO","YES","PA",,"40.766490","-73.950793","POINT (-73.950793 40.76649)"
"2018-04-01T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","GA","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2019-05-17T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","ROOSEVELT AVENUE","STRIKE","NO","YES","NJ","1055930","40.752716","-73.852024","POINT (-73.852024 40.752716)"
"2014-04-25T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","CONEY ISLAND AVENUE","STRIKE","NO","NO","N/A","2231380","40.584596","-73.960353","POINT (-73.960353 40.584596)"
"2020-12-21T00:00:00.000","BROOKLYN","E/B","BROOKLYN QUEENS EXPRESSWAY","BEDFORD AVENUE","STRIKE","YES","YES","NY","1065460","40.703231","-73.96011","POINT (-73.96011 40.703231)"
"2013-03-06T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","BAY 8th STREET","STRIKE","NO","NO","N/A","2231290","40.603714","-74.019181","POINT (-74.019181 40.603714)"
"2016-06-29T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","LINDEN BOULEVARD","STRIKE","NO","YES","N/A","2231750","40.690743","-73.726780","POINT (-73.72678 40.690743)"
"2022-08-20T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 57th STREET","STRIKE","NO","YES","FL","2233040","40.757066","-73.959863","POINT (-73.959863 40.757066)"
"2017-06-27T00:00:00.000","BRONX","N/B","HENRY HUDSON PARKWAY","WEST 239th STREET","STRIKE","NO","YES","DC","2229670","40.889358","-73.908774","POINT (-73.908774 40.889358)"
"2020-05-01T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","SHELL ROAD","STRIKE","NO","YES","FL","7233000","40.582824","-73.974480","POINT (-73.97448 40.582824)"
"2013-08-22T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","EAST TREMONT AVENUE","STRIKE","NO","YES","N/A","2075820","40.840729","-73.838480","POINT (-73.83848 40.840729)"
"2021-08-28T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","NY","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2019-02-18T00:00:00.000","BROOKLYN","W/B","BELT PARKWAY","27th AVENUE","STRIKE","NO","YES","TX","2231330","40.587711","-73.991782","POINT (-73.991782 40.587711)"
"2014-07-14T00:00:00.000","QUEENS","W/B","JACKIE ROBINSON PARKWAY","QUEENS BOULEVARD","STRIKE","NO","YES","N/A","2230209","40.714381","-73.830989","POINT (-73.830989 40.714381)"
"2021-05-18T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","N/A","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2017-03-13T00:00:00.000","QUEENS","W/B","BELT PARKWAY","ROCKWAY BOULEVARD","STRIKE","NO","YES","N/A","2231602","40.667285","-73.780237","POINT (-73.780237 40.667285)"
"2016-10-28T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","27th AVENUE","STRIKE","NO","YES","IL","2231330","40.587617","-73.991909","POINT (-73.991909 40.587617)"
"2015-11-16T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","150th STREET","STRIKE","NO","YES","N/A","2231950","40.787291","-73.813322","POINT (-73.813322 40.787291)"
"2021-03-30T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","PA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2019-09-10T00:00:00.000","QUEENS","E/B","BELT PARKWAY","SPRINGFIELD BOULEVARD","STRIKE","NO","YES","N/A","2231630","40.665920","-73.758147","POINT (-73.758147 40.66592)"
"2018-07-17T00:00:00.000","QUEENS","E/B","JACKIE ROBINSON PARKWAY","CYPRESS AVENUE","STRIKE","NO","YES","N/A","2230040","40.690819","-73.888706","POINT (-73.888706 40.690819)"
"2020-01-03T00:00:00.000","BRONX","W/B","CROSS BRONX EXPRESSWAY","BOSTON ROAD","STRIKE","YES","YES","NY",,"40.839364","-73.883971","POINT (-73.883971 40.839364)"
"2021-06-25T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","KNAPP STREET","STRIKE","NO","YES","N/A","2231449","40.585744","-73.931484","POINT (-73.931484 40.585744)"
"2017-11-25T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","BRUCKNER BOULEVARD","STRIKE","NO","YES","VA","2076109","40.829008","-73.837189","POINT (-73.837189 40.829008)"
"2018-04-13T00:00:00.000","BRONX","S/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","MA","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2020-11-02T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","17th AVENUE","STRIKE","NO","YES","CA","2231290","40.601674","-74.011772","POINT (-74.011772 40.601674)"
"2020-08-25T00:00:00.000","BRONX","N/B","HUTCHINSON RIVER PARKWAY","WESTCHESTER AVENUE","STRIKE","NO","YES","N/A","2075837","40.842963","-73.837802","POINT (-73.837802 40.842963)"
"2014-08-01T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","NY","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2021-04-24T00:00:00.000","BROOKLYN","E/B","BELT PARKWAY","27th AVENUE","STRIKE","NO","YES","CA","2231330","40.587711","-73.991782","POINT (-73.991782 40.587711)"
"2017-07-14T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","72nd ROAD","STRIKE","NO","YES","N/A","1065020","40.721793","-73.835529","POINT (-73.835529 40.721793)"
"2021-03-13T00:00:00.000","QUEENS","N/B","LAURELTON PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","NJ",,"40.687309","-73.724950","POINT (-73.72495 40.687309)"
"2015-01-22T00:00:00.000","QUEENS","W/B","GRAND CENTRAL PARKWAY","CROSS ISLAND PARKWAY","STRIKE","NO","YES","TX","1076620","40.743720","-73.732056","POINT (-73.732056 40.74372)"
"2015-12-12T00:00:00.000","MANHATTAN","S/B","FDR DRIVE","EAST 90th STREET","STRIKE","NO","YES","CA","2232167","40.777492","-73.942847","POINT (-73.942847 40.777492)"
"2022-07-21T00:00:00.000","MANHATTAN","N/B","FDR DRIVE","EAST 61st STREET","STRIKE","NO","YES","WA","2233040","40.759554","-73.957941","POINT (-73.957941 40.759554)"
"2021-05-28T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","DOUGLASTON PARKWAY","STRIKE","NO","YES","NY","2266139","40.751664","-73.742826","POINT (-73.742826 40.751664)"
"2014-06-13T00:00:00.000","QUEENS","W/B","31st STREET","31st AVENUE","STRIKE","NO","YES","N/A",,"40.764368","-73.923465","POINT (-73.923465 40.764368)"
"2019-09-30T00:00:00.000","BRONX","S/B","HENRY HUDSON PARKWAY","WEST 252nd STREET","STRIKE","NO","YES","N/A","2229500","40.899333","-73.907194","POINT (-73.907194 40.899333)"
"2022-03-22T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","UNION TURNPIKE","STRIKE","NO","YES","SD","2231850","40.740870","-73.726832","POINT (-73.726832 40.74087)"
"2020-06-29T00:00:00.000","QUEENS","S/B","CROSS ISLAND PARKWAY","LINDEN BOULEVARD","STRIKE","NO","YES","N/A","2231750","40.690743","-73.726780","POINT (-73.72678 40.690743)"
