"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_kwh","kwh_charges","consumption_kw","kw_charges","other_charges"
"WASHINGTON HEIGHTS REHAB PHASE III","MANHATTAN","WASHINGTON HEIGHTS REHAB PHASE III","BLD 01","NONE",,"329","382","M032900","FEDERAL","NY005010030P","NEW YORK POWER AUTHORITY","12243374","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","14330244","N","1037.03","GOV/NYC/062","Exception","3060","240.06","0","0","796.97"
"WEBSTER","BRONX","WEBSTER","BLD 01","NONE",,"141","231","B014100","FEDERAL","NY005011410P","NEW YORK POWER AUTHORITY","12243059","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424010","N","18064.63","GOV/NYC/068","Yes","120400","6292.1","204","2244","9528.53"
"WHITMAN","BROOKLYN","WHITMAN",,"NONW",,"514","509","K051400","FEDERAL","NY005005140P","NEW YORK POWER AUTHORITY","12243655","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4237674","N","495.97","GOV/NYC/069","Exception","2040","106.88","7.2","77.26","311.83"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 01","INTERVAL",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","NEW YORK POWER AUTHORITY","12243168","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785044","N","8346.26","GOV/NYC/068","Yes","0","0","352.32","3875.52","4470.74"
"WOODSIDE","QUEENS","WOODSIDE","BLD 07","INTERVAL",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1783948","N","444.18","GOV/NYC/068","Yes","0","0","35.14","444.18","0"
"WOODSIDE","QUEENS","WOODSIDE","BLD 14","INTERVAL",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1783967","N","578.16","GOV/NYC/068","Yes","0","0","45.74","578.16","0"
"WOODSIDE","QUEENS","WOODSIDE","BLD 20","INTERVAL",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788364","N","634.03","GOV/NYC/068","Yes","0","0","50.16","634.03","0"
"WOODSIDE","QUEENS","WOODSIDE","BLD 03","INTERVAL",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788885","N","710.5","GOV/NYC/068","Yes","0","0","56.21","710.5","0"
"MARLBORO","BROOKLYN","MARLBORO","BLD 29","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788569","N","271.26","GOV/NYC/068","Yes","0","0","21.6","271.26","0"
"WOODSIDE","QUEENS","WOODSIDE","BLD 08","AMR",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2783920","N","8958.31","GOV/NYC/068","Yes","81400","4110.93","0","0","4847.38"
"MARLBORO","BROOKLYN","MARLBORO","BLD 08","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787068","N","614.85","GOV/NYC/068","Yes","0","0","48.96","614.85","0"
"MARLBORO","BROOKLYN","MARLBORO","BLD 28","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787067","N","592.5","GOV/NYC/068","Yes","0","0","47.18","592.5","0"
"MARLBORO","BROOKLYN","MARLBORO","BLD 25","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787080","N","561.23","GOV/NYC/068","Yes","0","0","44.69","561.23","0"
"MARLBORO","BROOKLYN","MARLBORO","BLD 13","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787088","N","713.68","GOV/NYC/068","Yes","0","0","56.83","713.68","0"
"MARLBORO","BROOKLYN","MARLBORO","BLD 10","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787118","N","604.05","GOV/NYC/068","Yes","0","0","48.1","604.05","0"
"MARLBORO","BROOKLYN","MARLBORO","BLD 19","INTERVAL",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788546","N","667.85","GOV/NYC/068","Yes","0","0","53.18","667.85","0"
"MONROE","BRONX","MONROE","BLD 01","AMR",,"88","234","B008800","FEDERAL","NY005000880P","NEW YORK POWER AUTHORITY","12242921","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4496804","N","7750","GOV/NYC/068","Yes","50800","2654.81","88","968","4127.19"
"MARLBORO","BROOKLYN","MARLBORO","BLD 06","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787060","N","3180.12","GOV/NYC/068","Yes","30000","1515.27","0","0","1664.85"
"MITCHEL","BRONX","MITCHEL","BLD 07","INTERVAL",,"145","249","B014500","FEDERAL","NY005011450P","NEW YORK POWER AUTHORITY","12243064","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790435","N","13787.31","GOV/NYC/068","Yes","0","0","599.52","6594.72","7192.59"
"WOODSIDE","QUEENS","WOODSIDE","BLD 04","AMR",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2783950","N","3768.22","GOV/NYC/068","Yes","34240","1729.22","0","0","2039"
"WOODSIDE","QUEENS","WOODSIDE","BLD 17","AMR",,"33","316","Q003300","FEDERAL","NY005000330P","NEW YORK POWER AUTHORITY","12242789","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788314","N","2782.14","GOV/NYC/068","Yes","25280","1276.71","0","0","1505.43"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 21","NONE","BLD 21","302","565","K030200","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243758","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4350980","Y","351.21","GOV/NYC/062","Yes","3402","266.89","0","0","84.32"
"LONGFELLOW AVENUE REHAB","BRONX","LONGFELLOW AVENUE REHAB","BLD 02","NONE",,"362","794","B036200","FEDERAL","NY005015300P","NEW YORK POWER AUTHORITY","12242899","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9053747","N","251.9","GOV/NYC/069","Yes","12560","658.02","17.6","188.85","-594.97"
"SHELTON HOUSE","QUEENS","SHELTON HOUSE","BLD 01","NONE","APT 01G - Management Office","279","505","Q027900","FEDERAL","NY005010910P","NEW YORK POWER AUTHORITY","12242779","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4444654","N","112.28","GOV/NYC/062","Yes","328","25.73","0","0","86.55"
"SHELTON HOUSE","QUEENS","SHELTON HOUSE","BLD 01","INTERVAL",,"279","505","Q027900","FEDERAL","NY005010910P","NEW YORK POWER AUTHORITY","12242777","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788921","N","827.87","GOV/NYC/069","Yes","0","0","34.37","368.79","459.08"
"DAVIDSON","BRONX","DAVIDSON","BLD 01","NONE",,"190","301","B019000","FEDERAL","NY005013420P","NEW YORK POWER AUTHORITY","12242894","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3187823","N","19045.17","GOV/NYC/068","Yes","125600","6563.86","248","2728","9753.31"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 11","INTERVAL",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785245","N","462.3","GOV/NYC/068","Yes","0","0","37.58","462.3","0"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 04","AMR",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787605","N","4605.9","GOV/NYC/068","Yes","43520","2196.13","0","0","2409.77"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 05","AMR",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787533","N","4385.77","GOV/NYC/068","Yes","41440","2091.17","0","0","2294.6"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 14","INTERVAL",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787612","N","845.54","GOV/NYC/068","Yes","0","0","72.86","845.54","0"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 08","INTERVAL",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787567","N","825.58","GOV/NYC/068","Yes","0","0","71.14","825.58","0"
"CYPRESS HILLS","BROOKLYN","CYPRESS HILLS","BLD 01","INTERVAL",,"70","536","K007000","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243572","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784208","N","981.55","GOV/NYC/068","Yes","0","0","84.58","981.55","0"
"ASTORIA","QUEENS","ASTORIA","BLD 10","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12785330","N","4215.21","GOV/NYC/068","Yes","39600","1995.7","0","0","2219.51"
"ASTORIA","QUEENS","ASTORIA","BLD 11","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12785329","N","3461.58","GOV/NYC/068","Yes","32520","1638.89","0","0","1822.69"
"ASTORIA","QUEENS","ASTORIA","BLD 19","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12785350","N","2733.5","GOV/NYC/068","Yes","25680","1294.18","0","0","1439.32"
"ASTORIA","QUEENS","ASTORIA","BLD 01","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12785364","N","3176.31","GOV/NYC/068","Yes","29840","1503.83","0","0","1672.48"
"ASTORIA","QUEENS","ASTORIA","BLD 13","AMR",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12785374","N","2980.45","GOV/NYC/068","Yes","28000","1411.1","0","0","1569.35"
"ASTORIA","QUEENS","ASTORIA","BLD 10","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785330","N","754.01","GOV/NYC/068","Yes","0","0","60.34","754.01","0"
"ASTORIA","QUEENS","ASTORIA","BLD 09","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1783884","N","677.16","GOV/NYC/068","Yes","0","0","54.19","677.16","0"
"ASTORIA","QUEENS","ASTORIA",,"INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785328","N","718.02","GOV/NYC/068","Yes","0","0","57.46","718.02","0"
"ASTORIA","QUEENS","ASTORIA",,"INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785360","N","610.93","GOV/NYC/068","Yes","0","0","48.89","610.93","0"
"ASTORIA","QUEENS","ASTORIA","BLD 03","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785396","N","572.82","GOV/NYC/068","Yes","0","0","45.84","572.82","0"
"ASTORIA","QUEENS","ASTORIA","BLD 08","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785371","N","872.73","GOV/NYC/068","Yes","0","0","69.84","872.73","0"
"ASTORIA","QUEENS","ASTORIA","BLD 13","INTERVAL",,"26","517","Q002600","FEDERAL","NY005000260P","NEW YORK POWER AUTHORITY","12242770","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1785374","N","655.04","GOV/NYC/068","Yes","0","0","52.42","655.04","0"
"MONROE","BRONX","MONROE","BLD 08","AMR",,"88","234","B008800","FEDERAL","NY005000880P","NEW YORK POWER AUTHORITY","12242927","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424008","N","6618.69","GOV/NYC/068","Yes","43120","2253.45","75.2","827.2","3538.04"
"CLAREMONT REHAB (GROUP 2)","BRONX","CLAREMONT REHAB (GROUP 2)","BLD 05","NONE",,"307","330","B030700","FEDERAL","NY005013080P","NEW YORK POWER AUTHORITY","12243102","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","13182908","N","1194.63","GOV/NYC/062","Yes","3726","292.3","0","0","902.33"
"KING TOWERS","MANHATTAN","KING TOWERS","BLD 07","AMR",,"30","518","M003000","FEDERAL","NY005010300P","NEW YORK POWER AUTHORITY","12243208","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2785062","N","5937.66","GOV/NYC/068","Yes","55200","2785.21","0","0","3152.45"
"PATTERSON","BRONX","PATTERSON","BLD 02","INTERVAL",,"24","522","B002400","FEDERAL","NY005000240P","NEW YORK POWER AUTHORITY","12242983","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787722","N","946.57","GOV/NYC/068","Yes","0","0","79.2","946.57","0"
"MONROE","BRONX","MONROE","BLD 11","AMR",,"88","234","B008800","FEDERAL","NY005000880P","NEW YORK POWER AUTHORITY","12242930","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424066","N","7442.28","GOV/NYC/068","Yes","47200","2466.67","86.4","950.4","4025.21"
"HOWARD","BROOKLYN","HOWARD","BLD 03","INTERVAL",,"72","568","K007200","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243576","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786347","N","1343.51","GOV/NYC/068","Yes","0","0","108","1343.51","0"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I","BLD 02","NONE",,"257","544","M025700","SECTION 8","NY005012570P","NEW YORK POWER AUTHORITY","12243437","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9990031","N","3811.58","GOV/NYC/069","Yes","26600","1393.57","42","450.66","1967.35"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 15","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243300","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9965008","N","1022.66","GOV/NYC/062","Exception","2988","234.41","0","0","788.25"
"MONROE","BRONX","MONROE","BLD 13 - Community Center","NONE","Community Center","88","234","B208800","FEDERAL","NY005000880P","NEW YORK POWER AUTHORITY","12242933","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9486285","N","1138.19","GOV/NYC/069","Exception","4440","232.61","18.8","201.72","703.86"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 20","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243290","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2810326","N","1288.15","GOV/NYC/062","Yes","3780","296.54","0","0","991.61"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 15","NONE","BLD 15","302","565","K030200","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243753","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9948690","N","663.96","GOV/NYC/062","Yes","37","2.9","0","0","661.06"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 25","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","NEW YORK POWER AUTHORITY","12243346","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2810324","N","1658.38","GOV/NYC/062","Yes","4860","381.27","0","0","1277.11"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 01","NONE","BLD 01","51","573","Q005100","FEDERAL","NY005010980P","PSEG Long Island","12205001","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","96749508","N","5884.41","281-Sec Com Large Gen Use","Yes","32880","3961.25","65","1142.14","781.02"
"HOWARD","BROOKLYN","HOWARD","BLD 01","AMR",,"72","568","K007200","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243576","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786349","N","3465.46","GOV/NYC/068","Yes","33120","1670.53","0","0","1794.93"
"HOWARD AVENUE","BROOKLYN","HOWARD AVENUE","BLD 02","AMR",,"339","782","K033900","FEDERAL","NY005013510P","NEW YORK POWER AUTHORITY","12243507","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4351504","N","1939.92","GOV/NYC/069","Yes","10818","566.76","25.38","272.33","1100.83"
"BRONX RIVER ADDITION","BRONX","BRONX RIVER ADDITION","BLD 12","AMR",,"157","533","B015700","FEDERAL","NY005010320P","NEW YORK POWER AUTHORITY","12242866","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4239047","N","2099.11","GOV/NYC/068","Exception","12720","664.75","18.4","202.4","1231.96"
"LEHMAN VILLAGE","MANHATTAN","LEHMAN VILLAGE","BLD 04","AMR",,"101","238","M010100","FEDERAL","NY005001010P","NEW YORK POWER AUTHORITY","12243363","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786758","N","22255.48","GOV/NYC/068","Yes","207600","10849.18","0","0","11406.3"
"BRONX RIVER ADDITION","BRONX","BRONX RIVER ADDITION","BLD 11","AMR",,"157","533","B015700","FEDERAL","NY005010320P","NEW YORK POWER AUTHORITY","12242864","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4497778","N","7369.17","GOV/NYC/068","Yes","45600","2383.06","89.6","985.6","4000.51"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 02 - Community Center","NONE","Community Center","51","573","Q205100","FEDERAL","NY005010980P","PSEG Long Island","12204967","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","80361609","N","1468.68","281-Sec Com Large Gen Use","Yes","4800","578.28","32.5","571.07","319.33"
"BRONX RIVER","BRONX","BRONX RIVER","BLD 10 - Community Center","AMR","Community Center","32","533","B203200","FEDERAL","NY005010320P","NEW YORK POWER AUTHORITY","12242867","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9052504","N","4226.91","GOV/NYC/069","Exception","21600","1131.62","54","579.42","2515.87"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 05","NONE","BLD 05","51","573","Q005100","FEDERAL","NY005010980P","PSEG Long Island","12205022","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","96747235","N","5673.24","281-Sec Com Large Gen Use","Yes","31440","3787.76","64.5","1133.35","752.13"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 02","AMR",,"313","287","K031300","FEDERAL","NY005013510P","NEW YORK POWER AUTHORITY","12243839","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9963358","N","1512.12","GOV/NYC/069","Exception","1314","68.84","33.48","359.24","1084.04"
"ROOSEVELT II","BROOKLYN","ROOSEVELT II","BLD 09","NONE",,"177","281","K017700","FEDERAL","NY005011350P","NEW YORK POWER AUTHORITY","12243654","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9864054","N","8838.94","GOV/NYC/068","Yes","58240","3043.62","100.8","1108.8","4686.52"
"LATIMER GARDENS","QUEENS","LATIMER GARDENS","BLD 03","NONE",,"186","290","Q018600","FEDERAL","NY005011860P","NEW YORK POWER AUTHORITY","12242826","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4238785","N","9912.42","GOV/NYC/068","Yes","60200","3146.05","120","1320","5446.37"
"LATIMER GARDENS","QUEENS","LATIMER GARDENS","BLD 02","NONE",,"186","290","Q018600","FEDERAL","NY005011860P","NEW YORK POWER AUTHORITY","12242825","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2779078","N","8194.77","GOV/NYC/068","Yes","54000","2822.04","94","1034","4338.73"
"LAFAYETTE","BROOKLYN","LAFAYETTE","BLD 06","NONE",,"122","247","K012200","FEDERAL","NY005001220P","NEW YORK POWER AUTHORITY","12243612","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","8632116","N","17055.45","GOV/NYC/068","Yes","118000","6166.68","188","2068","8820.77"
"REHAB PROGRAM (WISE REHAB)","MANHATTAN","REHAB PROGRAM (WISE REHAB)","BLD 01","NONE",,"517","298","M051700","FEDERAL","NY005011270P","NEW YORK POWER AUTHORITY","12243410","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9981673","N","3153.5","GOV/NYC/068","Yes","18960","990.85","38.4","422.4","1740.25"
