"site_id","planned_kiosk_type","installation_status_","ppt_id","legacy_id","borough","council_district","cb","final_submission_a_","gf_permit_appl_id","gf_doitt_submitted_to_cb_a","gf_cb_comment_period_ends_a","street_address","cross_street_1","cross_street_2","ixn_code","postcode","zoningnumb","longitude","latitude","greenfield_in_bid_location","bid","historic_district","historic_district_name","neighborhood_tabulation_area_nta","bin","bbl","census_tract","location_1"
"QU-12-114989","LINK1.0","Installed","114989","25088","Queens","27","412","2021-10-08T00:00:00.000",,,,"173-20 JAMAICA AVENUE","175th Street","173rd Street","S","11433","C2-4","-73.7859137","40.7078312","No",,"0",,"Jamaica","4217495","4102120018","4044400","(40.7078312, -73.7859137)"
"BK-16-158880","LINK1.0","Installed",,,"Brooklyn","42","316","2022-01-28T00:00:00.000","90176",,,"12 NEWPORT STREET","NEWPORT STREET","EAST 98TH STREET","West","11212","C1-3","-73.9147377","40.6583526","No",,"0",,"Brownsville","3082397","3036070008","BK-896","(40.6583526, -73.9147377)"
"BK-01-GF34908","LINK5G_NonAd","Planning",,,"Brooklyn","33","301","2022-08-09T00:00:00.000","90321","2023-01-04T00:00:00.000",,"26 SOUTH 10TH STREET","SOUTH 10TH STREET","SOUTH 11TH STREET","E","11249","R7A","-73.9683743","40.7083533","No",,"0",,"North Side-South Side","3421412","3021350104","bk-547","(40.7083533, -73.9683743)"
"QU-12-124008","LINK5G_Ad","Ready for Installation","124008","SC90607","Queens","31","412","2021-10-08T00:00:00.000",,,,"154-18 ROCKAWAY BOULEVARD","140th Avenue","N Conduit Avenue","W","11434","C2-2","-73.7809455","40.6675635","No","Greater JFK","0",,"Springfield Gardens South-Brookville","4284847","4132670024","4030600","(40.6675635, -73.7809455)"
"SI-01-125539","LINK5G_Ad","Installed","125539","LINK-001772","Staten Island","49","501","2022-08-09T00:00:00.000","78545","2022-10-17T00:00:00.000",,"3 SLOSSON TERRACE","SLOSSON TERRACE","VICTORY BOULEVARD","E","10301","C4-2","-74.0753967","40.6396002","No",,"0",,"West New Brighton-New Brighton-St. George","5000007","5000010030","5000300","(40.6396002, -74.0753967)"
"BK-05-GF34893","LINK5G_NonAd","PreCx",,,"Brooklyn","42","305","2022-08-09T00:00:00.000","90405","2023-01-04T00:00:00.000",,"400 STANLEY AVENUE","Louisiana Ave","Malta St","S","11207","M1-1","-73.8933195","40.6552245","No",,"0",,"East New York","3097768","3043640001","bk-1104","(40.6552245, -73.8933195)"
"BX-05-119738","LINK5G_Ad","Live","119738","LINK-011459","Bronx","14","205","2021-11-30T00:00:00.000",,,,"1780 UNIVERSITY AVENUE","UNIVERSITY AVENUE","HARRISON AVENUE","S","10453","C1-4","-73.915169","40.850245","No",,"0",,"University Heights-Morris Heights","2008521","2028680001","2024300","(40.850245, -73.915169)"
"QU-13-GF44806","LINK5G_NonAd","PreCx",,,"Queens","23","413","2022-08-09T00:00:00.000","90239","2022-11-16T00:00:00.000",,"80-51 261 STREET","262nd ST","261st ST","N","11004","R2A","-73.7089499","40.7433498","No",,"0",,"Glen Oaks-Floral Park-New Hyde Park","4524684","4087170001","qu-1579.02","(40.7433498, -73.7089499)"
"QU-12-157688","LINK5G_Ad","Installed",,,"Queens","27","412","2021-10-08T00:00:00.000","90068","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","182-46 HILLSIDE AVENUE","HILLSIDE AVENUE","89TH AVENUE","W","11423","C2-4","-73.7788623","40.7136338","No",,"0",,"Jamaica","4212432","4099190034","QU-470","(40.7136338, -73.7788623)"
"QU-03-GF44815","LINK5G_NonAd","Planning",,,"Queens","22","403","2022-08-09T00:00:00.000","90347","2023-01-04T00:00:00.000",,"73-01 25 AVENUE","25TH AVENUE","ASTORIA BOULEVARD SOUTH","E","11370","M1-1","-73.8968722","40.762123","No",,"0",,"Jackson Heights","4022950","4010270025","qu-309.04","(40.762123, -73.8968722)"
"BX-05-GF22632","LINK5G_Ad","PreCx",,,"Bronx","14","205","2022-11-17T00:00:00.000","90446","2023-01-04T00:00:00.000",,"117A FEATHERBED LANE","Nelson Ave","FEATHERBED LANE","N","10452","C1-4","-73.9193024","40.8462766","No",,"0",,"University Heights-Morris Heights",,"2028760001","BX-215.02","(40.8462766, -73.9193024)"
"SI-01-152491","LINK1.0","Installed",,,"Staten Island","49","501","2021-11-30T00:00:00.000","90147","2022-02-11T00:00:00.000",,"175 LYNHURST AVENUE","TOMPKINS AVENUE","DITSON STREET","S","10305","M3-1","-74.0740457","40.6170142","No",,"0",,"Stapleton-Rosebank","5042517","5028430001","SI-8","(40.6170142, -74.0740457)"
"MN-03-123373","LINK5G_NonAd","PreCx","123373","SC90337","Manhattan","1","103","2022-09-23T00:00:00.000","90308","2023-01-04T00:00:00.000",,"125 STANTON STREET","ESSEX STREET","NORFOLK STREET","S","10002","C4-4A","-73.9867731","40.7208847","No",,"0",,"Chinatown","1083470","1003540012","MH-30.01","(40.7208847, -73.9867731)"
"QU-06-107629","LINK5G_Ad","Installed","107629","25040","Queens","29","406","2022-03-08T00:00:00.000",,,,"94-03 63 DRIVE","Booth St","Saunders Street","E","11374","C4-2","-73.8632429","40.7288322","No",,"0",,"Rego Park","4072104","4030810130","QN-693","(40.7288322, -73.8632429)"
"BX-02-157804","LINK5G_Ad","Live","157804",,"Bronx","17","202","2021-11-30T00:00:00.000","90106","2022-02-11T00:00:00.000",,"1390 RANDALL AVENUE","HALLECK STREET","DRAKE STREET","South","10474","M1-2","-73.8814691","40.8127792","No",,"0",,"Hunts Point","2097267","2027690193","BX-117","(40.8127792, -73.8814691)"
"BK-16-108732","LINK5G_Ad","Live","108732","LINK-074087","Brooklyn","41","316","2021-05-14T00:00:00.000",,,,"1710 EASTERN PARKWAY","Rockaway Ave","ST MARKS AVENUE","S","11233","C8-2","-73.9114724","40.6728522","No",,"0",,"Ocean Hill","3039258","3014600073","3036300","(40.6728522, -73.9114724)"
"QU-12-123982","LINK5G_Ad","Installed","123982","LINK-011882","Queens","27","412","2021-10-08T00:00:00.000",,,,"204-03 LINDEN BOULEVARD","204 STREET","204 STREET","N","11412","C1-3","-73.7485326","40.6955453","No",,"0",,"Queens Village","4238621","4110760009","4053200","(40.6955453, -73.7485326)"
"QU-12-124672","LINK5G_NonAd","PreCx","124672","15109","Queens","28","410","2021-10-08T00:00:00.000",,,,"134-02 LIBERTY AVENUE","134 STREET","135 STREET","S","11419","C2-4","-73.8125647","40.6913632","No",,"0",,"South Ozone Park","4204924","4095880001","4015801","(40.6913632, -73.8125647)"
"MN-08-119932","LINK5G_Ad","Ready for PreCx","119932","LINK-012480","Manhattan","4","108","2022-11-03T00:00:00.000","72181",,,"1354 MADISON AVENUE","EAST 95 STREET","EAST 96 STREET","W","10128","C1-5","-73.9546826","40.7866882","No",,"0",,"Upper East Side-Carnegie Hill","1047404","1015070014","1016001","(40.7866882, -73.9546826)"
"QU-02-GF44788","LINK5G_Ad","Planning",,,"Queens","26","402",,"90419","2023-01-04T00:00:00.000",,"1-55 BORDEN AVENUE","Borden Ave","51st Ave","West","11101","R10 / C2-5","-73.9589324","40.7423603","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4541408","4000150001","qu-1","(40.7423603, -73.9589324)"
"BX-07-100074","LINK5G_Ad","Live","100074","LINK-010414","Bronx","14","207","2021-08-06T00:00:00.000",,,,"105 EAST 198 STREET","CRESTON AVENUE","GRAND CONCOURSE","N","10468","C1-3","-73.8916481","40.8706129","No",,"0",,"Van Cortlandt Village","2017457","2033150044","2040303","(40.8706129, -73.8916481)"
"MN-02-GF0916","LINK5G_Ad","PreCx",,,"Manhattan","3","102","2022-08-09T00:00:00.000","90255","2022-10-17T00:00:00.000",,"100 JANE STREET","WASHINGTON STREET","WEST STREET","North","10014","C1-7A","-74.0083525","40.7375992","No",,"0",,"West Village","1084803","1006410017","mn-79","(40.7375992, -74.0083525)"
"QU-12-GF44591","LINK5G_Ad","Planning",,,"Queens","27","412","2022-09-23T00:00:00.000","90434","2022-11-17T00:00:00.000",,"184-27 JAMAICA AVENUE","184 PLACE","184 STREET","North","11423","C2-4","-73.7750918","40.7094697","No",,"0",,"Jamaica",,"4099050021","470","(40.7094697, -73.7750918)"
"QU-07-GF44820","LINK5G_Ad","PreCx",,,"Queens","19","407","2022-08-09T00:00:00.000","90352","2022-11-16T00:00:00.000",,"3170 COLLEGE POINT BOULEVARD","30TH AVENUE","31ST AVENUE","S","11354","M2-1","-73.8437685","40.771118","No",,"0",,"College Point","4570029","4043500050","qu-907","(40.771118, -73.8437685)"
"QU-13-GF44811","LINK5G_NonAd","PreCx",,,"Queens","31","413","2022-08-09T00:00:00.000","90226","2022-11-16T00:00:00.000",,"135-21 136 AVENUE","242nd ST","241st ST","S","11422","R2","-73.7332277","40.6717001","No",,"0",,"Rosedale","4283966","4132220001","qu-638","(40.6717001, -73.7332277)"
"MN-03-122364","LINK5G_NonAd","PreCx","122364","10375","Manhattan","1","103","2022-04-01T00:00:00.000","74718",,,"118 ELDGRIDGE STREET","BROOME STREET","GRAND STREET","E","10002","C4-4A","-73.9917508","40.7184695","No",,"0",,"Chinatown","1005433","1004130008","MH-18","(40.7184695, -73.9917508)"
"QU-13-GF44802","LINK5G_NonAd","PreCx",,,"Queens","23","413","2022-08-09T00:00:00.000","90243","2022-11-16T00:00:00.000",,"85-15 258 STREET","259th ST","258th ST","S","11001","R2A","-73.7085903","40.7349687","No",,"0",,"Glen Oaks-Floral Park-New Hyde Park","4179830","4088010014","qu-1579.03","(40.7349687, -73.7085903)"
"QU-09-124174","LINK5G_Ad","Installed","124174","15048","Queens","29","409","2022-03-08T00:00:00.000",,,,"123-32 82 AVENUE","Queens Boulevard","Kew Gardens Road","SE","11415","C4-4","-73.8277241","40.7126534","No",,"0",,"Kew Gardens","4080159","4033597501","QN-216","(40.7126534, -73.8277241)"
"BK-01-GF34896","LINK5G_NonAd","Planning",,,"Brooklyn","33","301","2022-08-09T00:00:00.000","90217","2023-01-04T00:00:00.000",,"21 INDIA STREET","WEST STREET","DEAD END","North","11222","R8","-73.9614359","40.7317495","No",,"0",,"Greenpoint","3336933","3025300008","bk-563","(40.7317495, -73.9614359)"
"QU-12-154633","LINK1.0","Installed",,,"Queens","27","412","2021-10-08T00:00:00.000","90060","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","104-20 DUNKIRK STREET","DUNKIRK STREET","183RD STREET","S","11412","M1-1","-73.7752581","40.7052036","No",,"0",,"Jamaica","4220270","4103430070","QU-444","(40.7052036, -73.7752581)"
"QU-12-123985","LINK5G_Ad","PreCx","123985","LINK-011524","Queens","27","412","2022-11-17T00:00:00.000","81040","2023-01-04T00:00:00.000",,"133-38 SPRINGFIELD BOULEVARD","SPRINGFIELD BLVD","RIDGEDALE ST","N","11413","C8-1","-73.753523","40.6802605","No",,"0",,"St. Albans","4274071","4127230056","4035200","(40.6802605, -73.753523)"
"BK-16-GF34895","LINK5G_NonAd","Installed",,,"Brooklyn","42","316","2022-08-09T00:00:00.000","90216","2022-10-17T00:00:00.000",,"812 THOMAS S BOYLAND STREET","THOMAS S BOYLAND STREET","AMBOY STREET","N","11212","R6","-73.9115105","40.6606212","No",,"0",,"Brownsville","3393314","31555010001","bk-898","(40.6606212, -73.9115105)"
"MN-12-120707","LINK5G_Ad","PreCx","120707","LINK-011328","Manhattan","10","112","2022-09-23T00:00:00.000","72311","2022-10-18T00:00:00.000",,"2194 AMSTERDAM AVENUE","W 169 STREET","W 168 STREET","West","10032","C2-4","-73.9366505","40.8404075","No",,"0",,"Washington Heights South","1000000","1021250042","1024900","(40.8404075, -73.9366505)"
"BK-04-GF34707","LINK1.0","Planning",,,"Brooklyn","34","304","2022-09-23T00:00:00.000","90157","2023-01-04T00:00:00.000",,"161 NOLL STREET","WILSON AVENUE","FLUSHING AVENUE","West","11237","M1-1","-73.9305421","40.7036114","No",,"0",,"Bushwick South","3071856","3031490001","BK-425","(40.7036114, -73.9305421)"
"MN-09-120409","LINK5G_Ad","PreCx","120409","mn-09-120409","Manhattan","7","109","2022-08-17T00:00:00.000","71268","2022-10-17T00:00:00.000",,"2880 BROADWAY","WEST 112 STREET","WEST 113 STREET","E","10025","C1-4","-73.965529","40.8054794","No",,"0",,"Morningside Heights","1056989","1018840001","1019900","(40.8054794, -73.965529)"
"QU-12-137875","LINK5G_Ad","Ready for Activation","137875","35089","Queens","27","412","2021-10-08T00:00:00.000",,,,"170-05 LINDEN BOULEVARD","Merrick Boulevard","169th Street","N","11433","C2-3","-73.7794748","40.691655","No",,"0",,"St. Albans","4268573","4123940093","4043200","(40.691655, -73.7794748)"
"QU-03-GF44816","LINK5G_NonAd","PreCx",,,"Queens","22","403","2022-08-09T00:00:00.000","90459","2023-01-04T00:00:00.000",,"72-15 25th AVENUE","75TH STREET","76TH STREET","North","11370","M1-1","-73.8931654","40.7624339","No",,"0",,"Jackson Heights","4023054","4010270050","qu-309.04","(40.7624339, -73.8931654)"
"BX-07-153911","LINK5G_Ad","Live","153911","LINK-026014","Bronx","15","207","2021-12-21T00:00:00.000","90110","2022-02-11T00:00:00.000",,"2861 WEBSTER AVENUE","EAST 199 STREET","BEDFORD PARK BOULEVARD","N","10458","C2-4","-73.8843348","40.8669715","No",,"0",,"Bedford Park-Fordham North","2016419","2032790050","2040702","(40.8669715, -73.8843348)"
"BX-10-GF22747","LINK5G_NonAd","PreCx",,,"Bronx","18","210","2022-08-09T00:00:00.000","90196","2022-11-16T00:00:00.000",,"1331 HERSCHELL STREET","HERSCHELL STREET","ZEREGA AVENUE","E","10461","R4A","-73.8443608","40.8366002","No",,"0",,"Westchester-Unionport","2027240","2038460023","bx-96","(40.8366002, -73.8443608)"
"QU-02-GF44784","LINK5G_NonAd","Planning",,,"Queens","26","402","2022-08-09T00:00:00.000","90415","2023-01-04T00:00:00.000",,"46-20 5 STREET","46th Ave","47th Ave","E","11101","M3-1","-73.9563068","40.7468301","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4536823","4000210040","qu-1","(40.7468301, -73.9563068)"
"MN-03-137407","LINK5G_Ad","Live","137407","1435","Manhattan","1","103","2022-04-01T00:00:00.000",,,,"5 ST. JAMES PLACE","AVENUE OF THE FINEST","PEARL STREET","E","10038","C1-5","-74.0003838","40.7109549","No",,"0",,"Chinatown","1077416","1001110100","1002500","(40.7109549, -74.0003838)"
"BK-06-GF34910","LINK5G_NonAd","PreCx",,,"Brooklyn","38","306","2022-08-09T00:00:00.000","90323","2023-01-04T00:00:00.000",,"119 CONOVER STREET","CONOVER STREET","IMLAY STREET","N","11231","M2-1","-74.0121699","40.679747","No",,"0",,"Carroll Gardens-Columbia Street-Red Hook","3332119","3005150300","bk-53","(40.679747, -74.0121699)"
"BK-14-GF34844","LINK5G_Ad","Planning",,,"Brooklyn","4","314","2022-05-13T00:00:00.000",,,,"1224 CORTELYOU ROAD","ARGYLE ROAD","WESTMINSTER ROAD","South","11218","C2-4","-73.9663402","40.6402854",,,"0",,"Flatbush",,,,"(40.6402854, -73.9663402)"
"QU-12-GF44833","LINK5G_NonAd","Ready for Installation",,,"Queens","28","412","2022-08-09T00:00:00.000","90357",,,"134-02 GUY R BREWER BLVD","GUY R BREWER BOULEVARD","161ST STREET","S","11434","R3-1","-73.775863","40.6732818","No",,"0",,"Springfield Gardens North","4266612","4123000006","qu-294","(40.6732818, -73.775863)"
"BK-03-151829","LINK5G_Ad","Installed",,,"Brooklyn","3","303","2022-05-13T00:00:00.000",,,,"1184 BEDFORD AVENUE","BEDFORD AVENUE","FRANKLIN AVENUE","N","11216","C2-4","-73.954164","40.6836057",,,"0",,"Clinton Hill",,,,"(40.6836057, -73.954164)"
"QU-12-GF44607","LINK5G_Ad","PreCx",,,"Queens","27","412","2022-11-17T00:00:00.000","90453","2023-01-04T00:00:00.000",,"190-19 LINDEN BOULEVARD","191ST STREET","190TH STREET","N","11412","C1-3","-73.7604262","40.6922557","No",,"0",,"St. Albans",,"4110600053","528","(40.6922557, -73.7604262)"
"MN-03-158275","LINK5G_Ad","Ready for Activation",,,"Manhattan","1","103","2022-04-01T00:00:00.000","90210","2022-05-13T00:00:00.000",,"94 HESTER STREET","ELDRIDGE STREET","ALLEN STREET","S","10002","C6-1G","-73.9926704","40.7163875",,"Chinatown","0",,,,,,"(40.7163875, -73.9926704)"
"BX-02-GF22683","LINK5G_Ad","Planning",,,"Bronx","17","202","2021-11-30T00:00:00.000",,,,"1190 EAST 156 STREET","TRUXTON STREET","BARRY STREET","South","10474","M1-2","-73.8925375","40.8123465","No",,"0",,"Hunts Point","2005905","2027360138","BX-93","(40.8123465, -73.8925375)"
"SI-01-159857","LINK5G_Ad","Live",,,"Staten Island","50","501","2021-11-30T00:00:00.000","90136","2022-02-11T00:00:00.000",,"1910 VICTORY BOULEVARD","VICTORY BOULEVARD","PURDY AVENUE","E","10314","C2-1","-74.1277241","40.6125409","No",,"0",,"Westerleigh",,"5007160001","SI-187.01","(40.6125409, -74.1277241)"
"QU-12-153718","LINK5G_Ad","Live",,,"Queens","24","412","2021-10-08T00:00:00.000","90073","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","87-89 PARSONS BOULEVARD","88 AVENUE","HILLSIDE AVENUE","E","11432","C2-4","-73.8022297","40.7069302","No",,"0",,"Jamaica",,"4097650032","QU-446.02","(40.7069302, -73.8022297)"
"QU-14-123908","LINK5G_Ad","PreCx","123908","LINK-012102","Queens","31","414","2021-10-08T00:00:00.000",,,,"11-65 BEACH CHANNEL DRIVE","Beach Channel Drive","Grassmere Terrace","S","11691","C1-2","-73.7555355","40.6053539","No",,"0",,"Far Rockaway-Bayswater","4300204","4157090101","4100802","(40.6053539, -73.7555355)"
"BK-07-GF34912","LINK5G_NonAd","Planning",,,"Brooklyn","38","307","2022-08-09T00:00:00.000","90325","2023-01-04T00:00:00.000",,"10 43rd STREET","DEAD END","50TH STREET","S","11232","M3-1","-74.0162122","40.6549262","No",,"0",,"Sunset Park West","3345657","3007150001","bk-18","(40.6549262, -74.0162122)"
"BK-16-127126","LINK5G_Ad","Installed","127126","LINK-014157","Brooklyn","41","316","2021-05-14T00:00:00.000",,,,"1572 PITKIN AVENUE","HERZL STREET","STRAUSS STREET","S","11212","C4-3","-73.9155939","40.6688976","Yes","Pitkin Avenue","0",,"Brownsville","3252123","3035160038","3090200","(40.6688976, -73.9155939)"
"QU-02-GF44789","LINK5G_NonAd","PreCx",,,"Queens","26","402","2022-08-09T00:00:00.000","90420","2023-01-04T00:00:00.000",,"45-21 5TH STREET","N Basin Rd","46th Ave","W","11101","M3-1","-73.9549628","40.7477727","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4541713","4000210020","qu-1","(40.7477727, -73.9549628)"
"MN-12-GF0874","LINK5G_NonAd","PreCx",,,"Manhattan","10","112","2022-08-09T00:00:00.000","90236","2022-10-17T00:00:00.000",,"727 FT WASHINGTON AVENUE","CABRINI BOULEVARD","WEST 190 STREET","W","10040","R7-2","-73.9343302","40.8590961","No",,"0",,"Washington Heights North","1089189","1021790600","MH-273","(40.8590961, -73.9343302)"
"QU-01-GF44794","LINK5G_NonAd","Planning",,,"Queens","26","401","2022-08-09T00:00:00.000","90341","2023-01-04T00:00:00.000",,"24-03 QUEENS PLAZA NORTH","24th St","Crescent St","North","11101","M1-5/R9","-73.9408844","40.7512999","Yes","Long Island City","0",,"Queensbridge-Ravenswood-Long Island City","4004995","3004140005","qu-33","(40.7512999, -73.9408844)"
"BK-03-127017","LINK5G_Ad","PreCx","127017","SC90762","Brooklyn","36","303","2022-09-23T00:00:00.000","78357","2023-01-04T00:00:00.000",,"456 NOSTRAND AVENUE","JEFFERSON AVENUE","PUTNAM AVENUE","E","11216","R6B","-73.9502578","40.6833715","No",,"0",,"Bedford","3338697","3018270060","3024500","(40.6833715, -73.9502578)"
"MN-02-122940","LINK5G_Ad","Ready for PreCx","122940","9036","Manhattan","3","102","2022-11-03T00:00:00.000","74801","2022-10-18T00:00:00.000",,"108 GANSEVOORT STREET","10 AVENUE","WASHINGTON STREET","S","10014","C6-2A","-74.009326","40.7393108","Yes","Meatpacking","1","Gansevoort Market Historic District","West Village","1012154","10006340001","1007900","(40.7393108, -74.009326)"
"BK-04-GF34572","LINK5G_Ad","PreCx",,,"Brooklyn","37","304","2022-09-23T00:00:00.000","90034","2023-01-04T00:00:00.000",,"262 WYCKOFF AVENUE","LINDEN STREET","GATES AVENUE","South","11237","C2-3","-73.9124789","40.7002407","No",,"0",,"Bushwick North","3076185","3033370021","441","(40.7002407, -73.9124789)"
"MN-08-119930","LINK5G_NonAd","PreCx","119930","SC90091","Manhattan","4","108","2022-08-09T00:00:00.000","71381","2022-11-18T00:00:00.000",,"1040 PARK AVENUE","EAST 86TH STREET","EAST 87TH STREET","W","10028","R10","-73.95727","40.7804076","No",,"1","Park Avenue Historic District","Upper East Side-Carnegie Hill","1047951","1014980033","1014802","(40.7804076, -73.95727)"
"BK-02-127466","LINK5G_Ad","Live","127466","LINK-013208","Brooklyn","35","302","2022-03-08T00:00:00.000",,,,"143 WAVERLY AVENUE","Waverly Avenue","Washington Avenue","N","11205","C2-4","-73.9676714","40.693311","Yes","Myrtle Avenue Brooklyn Partnership?","0",,"Clinton Hill","3054408","2018890001","BK-191","(40.693311, -73.9676714)"
"BK-16-157776","LINK1.0","Installed",,,"Brooklyn","37","316","2022-01-28T00:00:00.000","90170","2022-04-08T00:00:00.000",,"91 JUNIUS STREET","JUNIUS STREET","VAN SINDEREN AVENUE","N","11207","M1-4","-73.9034591","40.6721281","Yes","East Brooklyn BID","0",,"Brownsville","3326809","3036967501","BK-908","(40.6721281, -73.9034591)"
"MN-12-GF0827","LINK5G_Ad","Planning",,,"Manhattan","10","112","2022-09-23T00:00:00.000","90440","2023-01-04T00:00:00.000",,"515 WEST 182 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","S","10033","C2-4","-73.9302928","40.8493451","No",,"0",,"Washington Heights North",,"1021490016","MH-269","(40.8493451, -73.9302928)"
"SI-01-125505","LINK5G_Ad","Live","125505","12319","Staten Island","49","501","2021-11-30T00:00:00.000",,,,"1595 FOREST AVENUE","DECKER AVENUE","CRYSTAL AVENUE","N","10302","C2-1","-74.141731","40.6247117","No",,"0",,"Port Richmond","5025213","5010650001","5024700","(40.6247117, -74.141731)"
"MN-03-123456","LINK5G_Ad","PreCx","123456","9089","Manhattan","1","103","2022-09-23T00:00:00.000","90297","2023-01-04T00:00:00.000",,"28 BOWERY","BAYARD STREET","PELL STREET","W","10013","C6-1","-73.9969992","40.7149832","Yes","Chinatown","0",,"Chinatown","1002434","1001630033","1002900","(40.7149832, -73.9969992)"
"BK-06-GF34901","LINK5G_NonAd","PreCx",,,"Brooklyn","38","306","2022-08-09T00:00:00.000","90410","2023-01-04T00:00:00.000",,"243 CONOVER STREET","BEARD STREET","REED STREET","W","11231","M2-1","-74.0168289","40.6759451","No",,"0",,"Carroll Gardens-Columbia Street-Red Hook","3336678","3005950009","bk-53","(40.6759451, -74.0168289)"
"QU-12-124602","LINK1.0","Installed","124602","LINK-011681","Queens","24","412","2021-10-08T00:00:00.000",,,,"89-11 MERRICK BOULEVARD","164 ST","165 ST","South","11432","C4-5X","-73.795265891","40.70794546712573","No",,"0",,"Jamaica","4209635","4097940048","4046000","(40.70794546712573, -73.795265891)"
"QU-12-118455","LINK5G_Ad","Live","118455","LINK-014515","Queens","28","412","2021-10-08T00:00:00.000",,,,"146-64 LIBERTY AVENUE","Sutphin Boulevard","Waltham Street","S","11435","C4-5X","-73.8045508","40.6959629","No",,"0",,"Jamaica","4000000","4100300025","4020800","(40.6959629, -73.8045508)"
"BX-05-152147","LINK5G_Ad","Live",,,"Bronx","15","205","2021-11-30T00:00:00.000","90154","2022-02-11T00:00:00.000",,"219 EAST BURNSIDE AVENUE","EAST BURNSIDE AVENUE","ANTHONY AVENUE","N","10457","C1-4","-73.9026539","40.8520248","No",,"0",,"Mount Hope",,"2031560034","BX-235.02","(40.8520248, -73.9026539)"
"BX-02-145666","LINK5G_Ad","PreCx","145666","LINK-014510","Bronx","17","202","2021-04-06T00:00:00.000",,,,"1098 LAFAYETTE AVENUE","AUGUSTA COURT","GARRISON AVENUE","S","10474","M1-2","-73.8933001","40.8161491","No",,"0",,"Hunts Point","2005839","2027310040","2009300","(40.8161491, -73.8933001)"
"QU-03-132974","LINK5G_Ad","Live","132974","85083","Queens","25","403","2022-03-08T00:00:00.000",,,,"74-18 37 AVENUE","75th Street","74th Street","S","11372","C4-3","-73.8910703","40.7489749","No",,"0",,"Jackson Heights","4029828","4012850040","QN-289","(40.7489749, -73.8910703)"
"QU-07-103162","LINK5G_Ad","Installed","103162","35021","Queens","20","407","2022-03-08T00:00:00.000",,,,"4228 MAIN STREET","Main Street","Saul Street","N","11355","C1-2","-73.8280549","40.7542327","No",,"0",,"Flushing","4115413","4051220029","QN-853","(40.7542327, -73.8280549)"
"BX-05-GF22638","LINK5G_Ad","PreCx",,,"Bronx","15","205","2022-09-23T00:00:00.000","90108","2023-01-04T00:00:00.000",,"1985 WEBSTER AVENUE","EAST 179 STREET","E 180 STREET","W","10457","C2-4","-73.8994076","40.8505025","No",,"0",,"Mount Hope",,"2031420001","BX-379","(40.8505025, -73.8994076)"
"SI-01-144091","LINK5G_Ad","PreCx","144091","LINK-001807","Staten Island","49","501","2022-10-28T00:00:00.000","81017","2023-01-04T00:00:00.000",,"1360 FOREST AVENUE","FORREST AVENUE","BURNSIDE AVENUE","W","10302","C4-1","-74.1346574","40.6256385","No",,"0",,"Westerleigh","5024915","5010520001","5020100","(40.6256385, -74.1346574)"
"BK-05-GF34894","LINK5G_NonAd","PreCx",,,"Brooklyn","42","305","2022-08-09T00:00:00.000","90215","2023-01-04T00:00:00.000",,"699 WILLIAMS AVENUE","WILLIAMS AVENUE","LOUISIANA AVENUE","North","11207","R6","-73.8960033","40.658116","No",,"0",,"East New York (Pennsylvania Ave)","3085986","3038670067","bk-1132","(40.658116, -73.8960033)"
"QU-13-GF44807","LINK5G_NonAd","PreCx",,,"Queens","23","413","2022-08-09T00:00:00.000","90240","2022-11-16T00:00:00.000",,"81-51 261 STREET","262nd ST","261st ST","S","11004","R2A","-73.7094328","40.745149","No",,"0",,"Glen Oaks-Floral Park-New Hyde Park","4177641","4087170001","qu-1579.02","(40.745149, -73.7094328)"
"BK-04-152175","LINK5G_Ad","Installed",,,"Brooklyn","34","304","2022-01-28T00:00:00.000","90367","2022-04-08T00:00:00.000",,"1224 FLUSHING AVENUE","FLUSHING AVENUE","JEFFERSON STREET","S","11237","M1-1","-73.924071","40.7072621","No",,"0",,"Bushwick North","3323455","3031670029","BK-447","(40.7072621, -73.924071)"
"QU-12-142064","LINK5G_Ad","PreCx","142064","45011","Queens","23","412","2022-11-17T00:00:00.000","11765","2023-01-04T00:00:00.000",,"193-25 JAMAICA AVENUE","193 STREET","195 STREET","N","11423","C1-2","-73.7662363","40.7133838","No",,"0",,"Hollis","4222293","4104580017","4048200","(40.7133838, -73.7662363)"
"MN-08-GF0910","LINK5G_NonAd","Planning",,,"Manhattan","4","108","2022-08-09T00:00:00.000","90249","2022-11-18T00:00:00.000",,"1115 5 AVENUE","EAST 93RD STREET","EAST 92ND STREET","E","10128","R10","-73.9572314","40.7857627","No",,"1","Expanded Carnegie Hill Historic District","Upper East Side-Carnegie Hill","1047093","1440470069","mn-160.01","(40.7857627, -73.9572314)"
"QU-02-125020","LINK5G_Ad","Installed","125020","15190","Queens","26","402","2022-03-08T00:00:00.000",,,,"47-50 VAN DAM STREET","Van Dam Street","31st Pl","N","11101","M1-4","-73.9345278","40.7411162","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4003536","4002800001","QN-199","(40.7411162, -73.9345278)"
