"site_id","planned_kiosk_type","installation_status_","ppt_id","legacy_id","borough","council_district","cb","final_submission_a_","gf_permit_appl_id","gf_doitt_submitted_to_cb_a","gf_cb_comment_period_ends_a","street_address","cross_street_1","cross_street_2","ixn_code","postcode","zoningnumb","longitude","latitude","greenfield_in_bid_location","bid","historic_district","historic_district_name","neighborhood_tabulation_area_nta","bin","bbl","census_tract","location_1"
"BX-07-GF22659","LINK5G_NonAd","PreCx",,,"Bronx","11","207","2022-10-28T00:00:00.000","81286","2023-01-04T00:00:00.000",,"3349 WEBSTER AVENUE","Parkside Pl","E GUN HILL ROAD","W","10467","C4-4","-73.8719758","40.8777564","No",,"0",,"Norwood",,"2033550121","BX-429.02","(40.8777564, -73.8719758)"
"BK-16-150013","LINK1.0","Installed",,,"Brooklyn","42","316","2022-01-28T00:00:00.000","90172","2022-04-08T00:00:00.000",,"455 DUMONT AVENUE","JUNIUS STREET","POWELL STREET","N","11212","M1-1","-73.902027","40.6652259","No",,"0",,"Brownsville","3084427","3037800044","BK-910","(40.6652259, -73.902027)"
"MN-03-123344","LINK5G_Ad","Live","123344","9092","Manhattan","1","103","2022-04-01T00:00:00.000",,,,"357 GRAND STREET","GRAND STREET","HESTER STREET","E","10002","C1-5","-73.9891563","40.7164842","No",,"0",,"Chinatown","1004034","1003100020","1001600","(40.7164842, -73.9891563)"
"BX-05-GF22626","LINK5G_Ad","PreCx",,,"Bronx","15","205","2022-11-17T00:00:00.000","90444","2023-01-04T00:00:00.000",,"363 EAST 180 STREET","E 180TH STREET","E 181ST STREET","W","10457","C2-4","-73.8983959","40.8520713","No",,"0",,"Mount Hope",,"2031430132","BX-379","(40.8520713, -73.8983959)"
"QU-12-124571","LINK5G_Ad","Live","124571","SC90851","Queens","27","412","2021-10-08T00:00:00.000",,,,"94-20 SUTPHIN BOULEVARD","95th Avenue","94th Avenue","E","11435","C6-3","-73.806622","40.698501","No",,"0",,"Jamaica","4213959","4099930025","4020800","(40.698501, -73.806622)"
"QU-12-123702","LINK5G_Ad","Live","123702","15000","Queens","27","412","2021-10-08T00:00:00.000",,,,"197-48 JAMAICA AVENUE","Carpenter Avenue","Woodhull Avenue","S","11423","C2-2","-73.7613347","40.7133328","No",,"0",,"Hollis","4231551","4108240011","4050000","(40.7133328, -73.7613347)"
"BK-01-125285","LINK5G_Ad","PreCx","125285","LINK-013131","Brooklyn","33","301","2022-09-23T00:00:00.000","90300","2023-01-04T00:00:00.000",,"640 MANHATTAN AVENUE","BEDFORD AVENUE","NASSAU AVENUE","E","11222","C2-4","-73.9509138","40.7241352","No",,"0",,"Greenpoint","3066103","3026470038","3056900","(40.7241352, -73.9509138)"
"BX-02-152007","LINK5G_Ad","Live","152007",,"Bronx","17","202","2021-11-30T00:00:00.000","90098","2022-02-11T00:00:00.000",,"888 Westchester Avenue","WESTCHESTER AVENUE","DAWSON STREET","W","10459","C1-4","-73.8989841","40.8208057","No",,"0",,"Longwood",,"2026960030","BX-87","(40.8208057, -73.8989841)"
"MN-12-120804","LINK5G_Ad","PreCx","120804","LINK-011457","Manhattan","10","112","2022-09-23T00:00:00.000","90312","2022-10-18T00:00:00.000",,"4188 BROADWAY","W 178 STREET","W 177 STREET","E","10033","C4-4","-73.9376337","40.8482081","No",,"0",,"Washington Heights South","1085811","1021450027","1026300","(40.8482081, -73.9376337)"
"QU-06-GF44814","LINK5G_NonAd","Planning",,,"Queens","29","406","2022-08-09T00:00:00.000","90228","2023-01-04T00:00:00.000",,"2 RUSSELL PLACE","Slocum Crescent","Childrens Lane","S","11375","R3-2","-73.8429278","40.716004","No",,"0",,"Forest Hills","4078312","4032700001","qu-723","(40.716004, -73.8429278)"
"QU-12-GF44584","LINK5G_Ad","Planning",,,"Queens","24","412","2022-09-23T00:00:00.000","90092",,,"139-01 JAMAICA AVENUE","139 STREET","144 STREET","S","11435","C2-4","-73.8129772","40.7026563","No",,"0",,"Briarwood-Jamaica Hills",,"4096730001","214","(40.7026563, -73.8129772)"
"QU-14-123776","LINK5G_Ad","PreCx","123776","SC90610","Queens","31","414","2021-10-08T00:00:00.000",,,,"2-29 BEACH 20TH STREET","Beach 20th Street","Fernside Place","S","11691","C1-2","-73.7544593","40.5972167","No",,"0",,"Far Rockaway-Bayswater","4301264","4157800075","4099801","(40.5972167, -73.7544593)"
"BK-01-GF34906","LINK5G_NonAd","Planning",,,"Brooklyn","33","301","2022-08-09T00:00:00.000","90319","2023-01-04T00:00:00.000",,"419 KENT AVENUE","SOUTH 8TH STREET","BROADWAY","E","11249","C4-3","-73.9684532","40.7101476","No",,"0",,"North Side-South Side","3059494","3021290001","bk-549","(40.7101476, -73.9684532)"
"BX-09-GF22757","LINK5G_Ad","Planning",,,"Bronx","18","209","2022-08-09T00:00:00.000","90205","2022-10-17T00:00:00.000",,"1400 EAST AVENUE","METROPOLITAN AVENUE","PARKCHESTER ROAD","N","10462","C4-2","-73.8601547","40.8355094","No",,"0",,"Parkchester","2096680","2039377501","bx-212","(40.8355094, -73.8601547)"
"QU-12-124531","LINK5G_Ad","Live","124531","LINK-012097","Queens","28","412","2021-10-08T00:00:00.000",,,,"152-21 ROCKAWAY BOULEVARD","Rockaway Boulevard","153rd Street","N","11436","C2-3","-73.7845002","40.6716896","No","Greater JFK","0",,"Baisley Park","4262729","4121040022","4078800","(40.6716896, -73.7845002)"
"QU-12-156461","LINK5G_Ad","Live",,,"Queens","27","412","2021-10-08T00:00:00.000","90096","2021-11-22T00:00:00.000","2022-01-24T00:00:00.000","204-01 HOLLIS AVENUE","HOLLIS AVENUE","109TH AVENUE","E","11412","C2-3","-73.753916","40.7068698","No",,"0",,"Hollis",,"4109070030","508","(40.7068698, -73.753916)"
"QU-03-132963","LINK5G_Ad","Installed","132963","85084","Queens","25","403","2022-03-08T00:00:00.000",,,,"76-23 37 AVENUE","76 STREET","77 STREET","N","11372","C1-3","-73.889197","40.7492916","No",,"0",,"Jackson Heights","4029578","4012760037","4028700","(40.7492916, -73.889197)"
"BK-02-126901","LINK5G_Ad","PreCx","126901","14142","Brooklyn","33","302","2022-09-23T00:00:00.000","78209","2022-10-18T00:00:00.000","2022-12-18T00:00:00.000","172 MONTAGUE STREET","MONTAGUE STREET","REMSEN STREET","E","11201","C5-2A","-73.992442","40.6941177","Yes","Montague Street","0",,"Brooklyn Heights-Cobble Hill","3002103","3002507501","3000900","(40.6941177, -73.992442)"
"BK-09-155704","LINK5G_Ad","Installed",,,"Brooklyn","35","309","2021-08-31T00:00:00.000","90036","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","1671 BEDFORD AVENUE","BEDFORD AVENUE","SULLIVAN PLACE","S","11225","C2-3","-73.9566925","40.6656564","No",,"0",,"Crown Heights South","3034360","3013040018","323","(40.6656564, -73.9566925)"
"MN-03-123448","LINK5G_Ad","Live","123448","10058","Manhattan","1","103","2022-04-01T00:00:00.000",,,,"94 BAYARD STREET","BAYARD STREET","CANAL STREET","W","10013","C6-1","-73.9993002","40.7160332","Yes","Chinatown","0",,"Chinatown","1002380","1001990027","1002900","(40.7160332, -73.9993002)"
"MN-08-119916","LINK5G_Ad","PreCx","119916","9361","Manhattan","4","108","2022-08-09T00:00:00.000","71860","2022-11-18T00:00:00.000",,"1190 MADISON AVENUE","EAST 87TH STREET","EAST 88TH STREET","W","10128","C1-5","-73.9583376","40.7816695","No",,"0",,"Upper East Side-Carnegie Hill","1046915","1440090014","1015002","(40.7816695, -73.9583376)"
"MN-12-145312","LINK5G_Ad","PreCx","145312","82036","Manhattan","10","112","2022-09-23T00:00:00.000","90314","2023-01-04T00:00:00.000",,"2145 AMSTERDAM AVENUE","W 166 STREET","W 167 STREET","East","10032","C2-4","-73.9375973","40.8387572","No",,"0",,"Washington Heights South","1062967","1021110083","1025100","(40.8387572, -73.9375973)"
"QU-02-124974","LINK1.0","Installed","124974","LINK-011561","Queens","26","402","2022-03-08T00:00:00.000",,,,"48-20 SKILLMAN AVENUE","49 STREET","48 STREET","S","11104","C1-3","-73.9154447","40.7462024","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4001199","4001350030","4025301","(40.7462024, -73.9154447)"
"BK-06-GF34900","LINK5G_NonAd","PreCx",,,"Brooklyn","38","306","2022-08-09T00:00:00.000","90409","2023-01-04T00:00:00.000",,"106 FERRIS STREET","COFFEY STREET","VAN DYKE STREET","W","11231","M2-1","-74.0170529","40.6780643","No",,"0",,"Carroll Gardens-Columbia Street-Red Hook","3008783","3005950052","bk-53","(40.6780643, -74.0170529)"
"BK-04-142063","LINK5G_Ad","Installed","142063","44022","Brooklyn","37","304","2022-05-13T00:00:00.000",,,,"457 KNICKERBOCKER AVENUE","GREENE AVENUE","MYRTLE AVENUE","N","11237","C4-3","-73.9184652","40.6989379","No",,"0",,"Bushwick North","3075418","3033000008","3043100","(40.6989379, -73.9184652)"
"QU-12-GF44699","LINK5G_Ad","PreCx",,,"Queens","27","412","2022-11-17T00:00:00.000","90457","2023-01-04T00:00:00.000",,"94-54 158TH STREET","158TH STREET","157TH STREET","NW","11433","M1-4","-73.7989451","40.699703","No",,"0",,"Jamaica","4598916","4101090031","QU-208","(40.699703, -73.7989451)"
"QU-13-GF44804","LINK5G_NonAd","PreCx",,,"Queens","31","413","2022-08-09T00:00:00.000","90229","2022-11-16T00:00:00.000",,"253-50 149 AVENUE","Weller Ln","253rd ST","S","11422","R3X","-73.734555","40.6529215","No",,"0",,"Rosedale","4290116","4136550001","qu-664","(40.6529215, -73.734555)"
"SI-01-145551","LINK1.0","Ready for Activation","145551","72000","Staten Island","49","501","2021-11-30T00:00:00.000",,,,"45 VICTORY BOULEVARD","VICTORY BOULEVARD","HYATT STREET","SW","10301","M1-1","-74.0771009","40.637984","No",,"0",,"Stapleton-Rosebank","5106796","5004870060","5002100","(40.637984, -74.0771009)"
"BK-05-GF34891","LINK5G_NonAd","PreCx",,,"Brooklyn","42","305","2022-08-09T00:00:00.000","90403","2023-01-04T00:00:00.000",,"350 DEWITT AVENUE","HINSDALE STREET","SNEDIKER AVENUE","S","11207","M1-1","-73.8967941","40.656038","No",,"0",,"East New York","3327060","3038830016","bk-1098","(40.656038, -73.8967941)"
"BK-04-150849","LINK1.0","Ready for Installation",,,"Brooklyn","34","304","2022-01-28T00:00:00.000","90160","2022-04-08T00:00:00.000",,"321 STARR STREET","CYPRESS AVENUE","ST NICHOLAS AVENUE","W","11237","M1-1","-73.9201161","40.7081743","No",,"0",,"Bushwick North","3072636","3031900037","BK-447","(40.7081743, -73.9201161)"
"QU-12-139037","LINK5G_Ad","Ready for Installation","139037","35067","Queens","27","412","2021-10-08T00:00:00.000",,,,"200-01 MURDOCK AVENUE","MURDOCK AVENUE","113TH AVENUE","E","11412","C1-3","-73.7547455","40.7002675","No",,"0",,"St. Albans","4235839","4109940023","4052000","(40.7002675, -73.7547455)"
"BK-09-126563","LINK5G_Ad","Live","126563","LINK-002453","Brooklyn","40","309","2021-08-31T00:00:00.000",,,,"660 FLATBUSH AVENUE","HAWTHORNE STREET","WESTBURY COURT","W","11225","C1-3","-73.9603383","40.6571638","No",,"0",,"Prospect Lefferts Gardens-Wingate","3114641","3050260223","3079802","(40.6571638, -73.9603383)"
"BK-02-GF34909","LINK5G_Ad","PreCx",,,"Brooklyn","35","302","2022-08-09T00:00:00.000","90322",,,"63 FLUSHING AVENUE BUILDING 123","5TH STREET","6TH STREET","S","11205","M3-1","-73.9733303","40.6999877","No",,"0",,"park-cemetery-etc-Brooklyn","3335177","3020310016","bk-543","(40.6999877, -73.9733303)"
"QU-01-GF44797","LINK5G_NonAd","Planning",,,"Queens","26","401","2022-08-09T00:00:00.000","90344","2023-01-04T00:00:00.000",,"40-39 CRESCENT STREET","41st Ave","40th Ave","East","11101","M1-2/R6A","-73.9389695","40.7522977","No",,"0",,"Queensbridge-Ravenswood-Long Island City","4004904","3004060008","qu-33","(40.7522977, -73.9389695)"
"BX-07-119711","LINK5G_Ad","PreCx","119711","LINK-011866","Bronx","11","207","2021-12-21T00:00:00.000",,,,"349 EAST GUN HILL ROAD","DECATUR AVENUE","HULL AVENUE","N","10467","C1-3","-73.8726646","40.8788455","Yes","Jerome-Gun Hill","0",,"Norwood","2018642","2033560164","2043100","(40.8788455, -73.8726646)"
"BX-10-GF22750","LINK5G_Ad","PreCx",,,"Bronx","13","210","2022-08-09T00:00:00.000","90198","2022-11-16T00:00:00.000",,"2521 WESTCHESTER AVENUE","Seabury Ave","Overing Street","N","10461","R6 / C2-4","-73.8440229","40.8391498","No",,"0",,"Van Nest-Morris Park-Westchester Square","2115147","2039800038","bx-200","(40.8391498, -73.8440229)"
"QU-02-GF44786","LINK5G_NonAd","PreCx",,,"Queens","26","402","2022-08-09T00:00:00.000","90417","2023-01-04T00:00:00.000",,"1-59 47TH AVENUE","5th St","Center Blvd","N","11101","M3-1","-73.9556439","40.7460143","No",,"0",,"Hunters Point-Sunnyside-West Maspeth","4534604","4000210040","qu-1","(40.7460143, -73.9556439)"
"MN-08-GF0909","LINK5G_NonAd","Planning",,,"Manhattan","4","108","2022-08-09T00:00:00.000","90248",,,"1105 PARK AVENUE","EAST 89TH STREET","EAST 90TH STREET","E","10128","R10","-73.955539","40.7821354","No",,"0","Park Avenue Historic District","Upper East Side-Carnegie Hill","1048105","1073930001","mn-148.02","(40.7821354, -73.955539)"
"QU-02-158449","LINK1.0","Installed",,,"Queens","26","402","2022-03-08T00:00:00.000","90193","2022-05-13T00:00:00.000",,"52-19 QUEENS BOULEVARD","53rd Street","52nd Street","N","11377","C2-3","-73.912044","40.7426365","No",,"0",,"Hunters Point-Sunnyside-West Maspeth",,,,"(40.7426365, -73.912044)"
"BK-04-109283","LINK5G_Ad","PreCx","109283","74101","Brooklyn","37","304","2022-09-23T00:00:00.000","68632","2023-01-04T00:00:00.000",,"1503 GATES AVENUE","GATES AVENUE","LINDEN STREET","N","11237","C2-3","-73.9133826","40.6985152","No",,"0",,"Bushwick North","3076498","3033360030","3043900","(40.6985152, -73.9133826)"
"BK-06-GF34904","LINK5G_NonAd","PreCx",,,"Brooklyn","38","306","2022-08-09T00:00:00.000","90317","2023-01-04T00:00:00.000",,"130 VAN BRUNT STREET","VAN BRUNT STREET","CONOVER STREET","N","11231","M1-1/R5","-74.0148937","40.6758529","No",,"0",,"Carroll Gardens-Columbia Street-Red Hook","3336674","3005970029","bk-53","(40.6758529, -74.0148937)"
"BX-02-GF22620","LINK5G_NonAd","PreCx",,,"Bronx","17","202","2022-10-28T00:00:00.000","90439","2023-01-04T00:00:00.000",,"576 PROSPECT AVENUE","FOX STREET","SOUTHERN BOULEVARD","E","10455","C1-4","-73.9041112","40.8129428","No",,"0",,"Longwood",,"2026830108","BX-83","(40.8129428, -73.9041112)"
"QU-12-GF44639","LINK5G_Ad","PreCx",,,"Queens","28","412","2022-11-17T00:00:00.000","90455","2023-01-04T00:00:00.000",,"156-12 TUSKEGEE AIRMEN WAY","156TH STREET","157TH STREET","S","11433","C2-4","-73.7984103","40.6975059","No",,"0",,"South Jamaica",,"4101240001","QN-254","(40.6975059, -73.7984103)"
"SI-01-154577","LINK5G_Ad","Installed",,,"Staten Island","49","501","2022-08-09T00:00:00.000",,,,"45 HYATT STREET","ST MARKS PLACE","CENTRAL AVE","N","10301","C4-2","-74.0776909","40.6417686","No",,"0",,"West New Brighton-New Brighton-St. George",,"5000080001","SI-3","(40.6417686, -74.0776909)"
"MN-05-122711","LINK5G_Ad","PreCx","122711","10511","Manhattan","4","105","2022-09-16T00:00:00.000","72698","2022-10-18T00:00:00.000",,"1335 6 AVENUE","WEST 53 STREET","WEST 54 STREET","West","10019","C6-6","-73.9790874","40.7619157","No",,"0",,"Midtown-Midtown South","1034522","1010067502","1010400","(40.7619157, -73.9790874)"
"QU-10-GF44812","LINK5G_NonAd","PreCx",,,"Queens","28","410","2022-08-09T00:00:00.000","90225","2022-11-16T00:00:00.000",,"133-40 131 STREET","135th Ave","133rd Ave","W","11420","R3-2","-73.8079134","40.6682571","No",,"0",,"South Ozone Park","4256188","4117900001","qu-818","(40.6682571, -73.8079134)"
"QU-12-GF44700","LINK5G_Ad","Planning",,,"Queens","28","412","2021-10-08T00:00:00.000",,,,"106-43 157 STREET","107TH AVENUE","TUSKEGEE AIRMEN WAY","East","11433","M1-4","-73.796699","40.6964959","No",,"0",,"South Jamaica","4539293","4101250136","QU-254","(40.6964959, -73.796699)"
"BK-09-156895","LINK5G_Ad","Live",,,"Brooklyn","41","309","2021-08-31T00:00:00.000","90010","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","386 UTICA AVENUE","CROWN STREET","MONTGOMERY STREET","W","11213","C1-3","-73.9315921","40.6651139","No",,"0",,"Crown Heights South","3000000","3034200004","355","(40.6651139, -73.9315921)"
"SI-01-125525","LINK5G_Ad","Live","125525","12320","Staten Island","49","501","2021-11-30T00:00:00.000",,,,"1161 VICTORY BOULEVARD","CLOVE ROAD","GLENWOOD AVENUE","N","10301","C2-1","-74.1033513","40.6166443","No",,"0",,"Grymes Hill-Clifton-Fox Hills","5015428","5006040010","5004700","(40.6166443, -74.1033513)"
"BK-16-GF34587","LINK5G_NonAd","PreCx",,,"Brooklyn","41","316","2022-11-17T00:00:00.000","90443","2023-01-04T00:00:00.000",,"98 BELMONT AVENUE","MOTHER GASTON BOULEVARD","CHRISTOPHER AVENUE","S","11212","R6","-73.9064478","40.6689514","No",,"0",,"Brownsville",,"3037430001","908","(40.6689514, -73.9064478)"
"QU-12-152196","LINK1.0","Installed",,,"Queens","24","412","2021-10-08T00:00:00.000","90090","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","160-10 89 AVENUE","89TH AVENUE","90TH AVENUE","W","11432","C4-5X","-73.7999467","40.7062332","No",,"0",,"Jamaica",,"4097580021","446.01","(40.7062332, -73.7999467)"
"BK-04-159328","LINK5G_Ad","Live",,"LINK-021129","Brooklyn","37","304","2021-08-31T00:00:00.000","90093","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","1493 MYRTLE AVENUE","MYRTLE AVENUE","IRVING AVENUE","E","11237","C2-3","-73.9159378","40.6992378","No",,"0",,"Bushwick North","3398663","3033180008","433","(40.6992378, -73.9159378)"
"QU-06-GF44813","LINK5G_NonAd","Planning",,,"Queens","29","406","2022-08-09T00:00:00.000","90244","2023-01-04T00:00:00.000",,"93-02 69 AVENUE","69th Ave","70th Ave","S","11375","R2","-73.8529012","40.7154214","No",,"0",,"Forest Hills","4076870","4032120001","qu-729","(40.7154214, -73.8529012)"
"MN-11-GF0922","LINK5G_NonAd","Planning",,,"Manhattan","9","111","2022-08-09T00:00:00.000","90260","2022-11-18T00:00:00.000",,"3 MT MORRIS PARK WEST","WEST 120TH STREET","WEST 121ST STREET","E","10027","R7-2","-73.9459282","40.8040174","No",,"0",,"East Harlem North","1090895","1017190001","mn-198","(40.8040174, -73.9459282)"
"QU-01-GF44791","LINK5G_NonAd","PreCx",,,"Queens","26","401","2022-08-09T00:00:00.000","90338","2023-01-04T00:00:00.000",,"41-01 21 STREET","41st Ave","Queens Plaza N","East","11101","M1-5","-73.9424521","40.7538272","No",,"0",,"Queensbridge-Ravenswood-Long Island City","4433415","3004110025","qu-33","(40.7538272, -73.9424521)"
"SI-01-150207","LINK1.0","Installed",,,"Staten Island","49","501","2021-11-30T00:00:00.000","90139","2022-02-11T00:00:00.000",,"255 HYLAN BOULEVARD","HYLAN BOULEVARD","CLIFTON AVENUE","E","10305","C1-1","-74.0708488","40.6120881","No",,"0",,"Stapleton-Rosebank",,"5028530001","SI-8","(40.6120881, -74.0708488)"
"QU-03-GF44818","LINK5G_NonAd","Planning",,,"Queens","22","403","2022-08-09T00:00:00.000","90350","2023-01-04T00:00:00.000",,"75-20 ASTORIA BOULEVARD","24TH AVENUE","ASTORIA BOULEVARD SOUTH","West","11370","M1-1","-73.8917786","40.7644442","No",,"0",,"Jackson Heights","4449317","4010270050","qu-309.04","(40.7644442, -73.8917786)"
"QU-12-128571","LINK5G_Ad","Installed","128571","LINK-014371","Queens","23","412","2021-10-08T00:00:00.000",,,,"204-02 HILLSIDE AVENUE","HILLSIDE AVE","89th AVENUE","E","11423","C1-2","-73.7609725","40.7202061","No",,"0",,"Jamaica Estates-Holliswood","4223608","4104970058","4047800","(40.7202061, -73.7609725)"
"BX-05-GF22641","LINK1.0","Planning",,,"Bronx","14","205","2021-11-30T00:00:00.000","90438",,,"189 WEST BURNSIDE AVENUE","HENNESSY PLACE","LORING PLACE SOUTH","E","10453","C2-4","-73.9152435","40.854196","No",,"0",,"University Heights-Morris Heights",,"2032280005","BX-245.02","(40.854196, -73.9152435)"
"QU-12-123883","LINK5G_Ad","Live","123883","25099","Queens","27","412","2021-10-08T00:00:00.000",,,,"110-30 FARMERS BOULEVARD","110th Road","Ilion Avenue","W","11412","C1-3","-73.7663008","40.7023712","No",,"0",,"St. Albans","4221968","4104360027","4040200","(40.7023712, -73.7663008)"
"BX-09-GF22758","LINK5G_NonAd","Planning",,,"Bronx","18","209","2022-08-09T00:00:00.000","90206","2022-10-17T00:00:00.000",,"2075 SAINT RAYMOND AVENUE","Dead End","Dead End","N","10462","R6 / C2-2","-73.8556717","40.8375763","No",,"0",,"Parkchester","2033973","2039430001","bx-210.02","(40.8375763, -73.8556717)"
"BX-02-144220","LINK5G_Ad","Live","144220","LINK-011666","Bronx","17","202","2021-11-30T00:00:00.000",,,,"783 BECK STREET","BECK STREET","KELLY STREET","W","10459","C1-4","-73.8979885","40.8172651","No",,"0",,"Hunts Point","2100984","2027090001","2008900","(40.8172651, -73.8979885)"
"MN-03-138880","LINK5G_Ad","Ready for Activation","138880","80073","Manhattan","2","103","2022-04-01T00:00:00.000",,,,"32 EAST 1ST STREET","EAST 1 STREET","EAST 2 STREET","E","10003","C6-2A","-73.9906027","40.7243982","No",,"0",,"East Village","1006068","1004420007","1003602","(40.7243982, -73.9906027)"
"QU-12-GF44605","LINK5G_Ad","PreCx",,,"Queens","27","412","2022-11-17T00:00:00.000","90451","2023-01-04T00:00:00.000",,"201-01 LINDEN BOULEVARD","201ST STREET","201 PLACE","N","11412","C1-3","-73.7511642","40.6948201","No",,"0",,"St. Albans",,"4110730010","530","(40.6948201, -73.7511642)"
"BK-12-108912","LINK5G_Ad","Live","108912","74051","Brooklyn","39","312","2021-11-30T00:00:00.000",,,,"4504 FORT HAMILTON PARKWAY","45TH STREET","46TH STREET","W","11219","C2-3","-73.9950117","40.6402437","No",,"0",,"Sunset Park East","3136623","3056140027","3011200","(40.6402437, -73.9950117)"
"QU-07-GF44798","LINK5G_Ad","PreCx",,,"Queens","19","407","2022-08-09T00:00:00.000","90345","2022-11-16T00:00:00.000",,"30-19 122 STREET","122ND STREET","123RD STREET","North","11354","M2-1","-73.8464649","40.7696857","No",,"0",,"College Point","4570021","4043500001","qu-907","(40.7696857, -73.8464649)"
"QU-12-GF44831","LINK5G_NonAd","Ready for Installation",,,"Queens","28","412","2022-08-09T00:00:00.000","90355",,,"161-11 132ND AVENUE","161ST STREET","GUY R BREWER BOULEVARD","N","11434","R6","-73.7778733","40.6747851","No",,"0",,"Springfield Gardens North","4619700","4122770002","qu-294","(40.6747851, -73.7778733)"
"MN-02-GF0921","LINK5G_NonAd","Planning",,,"Manhattan","1","102","2022-08-09T00:00:00.000","90259","2022-10-17T00:00:00.000",,"110 PRINCE STREET","GREENE STREET","WOOSTER STREET","S","10012","M1-5A","-73.999491","40.7250348","No",,"0","SoHo-Cast Iron Historic District","SoHo-TriBeCa-Civic Center-Little Italy","1007645","1005000021","mn-49","(40.7250348, -73.999491)"
"BX-02-153487","LINK5G_Ad","Live","153487",,"Bronx","8","202","2021-11-30T00:00:00.000","90095","2022-02-11T00:00:00.000",,"700 SOUTHERN BOULEVARD","SOUTHERN BOULEVARD","BRUCKNER BOULEVARD","N","10455","C8-3","-73.8988457","40.8134356","No",,"0",,"Longwood",,"2027290001","BX-85","(40.8134356, -73.8988457)"
"MN-03-107137","LINK5G_NonAd","Installed","107137","20285","Manhattan","2","103","2022-04-01T00:00:00.000",,,,"30 CLINTON STREET","EAST HOUSTON STREET","STANTON STREET","E","10002","C1-5","-73.9843396","40.7203916","No",,"0",,"Lower East Side","1088219","1003507502","1002201","(40.7203916, -73.9843396)"
"BX-09-GF22751","LINK5G_NonAd","Planning",,,"Bronx","18","209","2022-08-09T00:00:00.000","90199","2022-10-17T00:00:00.000",,"34 METROPOLITAN OVAL","Metropolitan Ave","BANGLA BAZAAR","S","10462","R6","-73.8589754","40.8376083","No",,"0",,"Parkchester","2096643","2039387501","bx-212","(40.8376083, -73.8589754)"
"QU-12-124000","LINK5G_Ad","Live","124000","15023","Queens","27","412","2021-10-08T00:00:00.000",,,,"198-01 HOLLIS AVENUE","198th Street","199th Street","N","11412","C1-3","-73.7595318","40.7064807","No",,"0",,"Hollis","4234133","4109390001","4050600","(40.7064807, -73.7595318)"
"BK-01-GF34839","LINK5G_Ad","Ready for Installation",,,"Brooklyn","34","301","2022-05-13T00:00:00.000",,,,"135 HAVEMEYER STREET","SOUTH 1ST STREET","SOUTH 2ND STREET","E","11211","C1-3","-73.9571476","40.712112",,,"0",,"North Side-South Side",,,,"(40.712112, -73.9571476)"
"QU-12-154544","LINK1.0","Installed",,,"Queens","27","412","2021-10-08T00:00:00.000","90063","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","187-07 HENDERSON AVENUE","187TH STREET","188TH STREET","North","11423","M1-1","-73.7705256","40.7079873","No",,"0",,"St. Albans","4220603","4103530085","QU-404","(40.7079873, -73.7705256)"
"QU-14-GF44724","LINK5G_Ad","PreCx",,,"Queens","31","414","2021-10-08T00:00:00.000","90051","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","1400 BRUNSWICK AVENUE","WHEATLEY AVENUE","MINTON STREET","NW","11691","M1-1","-73.7498878","40.6088994","No",,"0",,"Far Rockaway-Bayswater","4458193","4155290143","QU-1032","(40.6088994, -73.7498878)"
"BK-16-158252","LINK1.0","Installed",,,"Brooklyn","37","316","2021-08-31T00:00:00.000","90028","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","78 ROCKAWAY AVENUE","SUMPTER STREET","MARION STREET","E","11233","C2-3","-73.9114697","40.6811003","No",,"0",,"Ocean Hill","3041419","3015220070","369","(40.6811003, -73.9114697)"
"QU-03-GF44728","LINK5G_Ad","Ready for Cx",,,"Queens","25","403","2022-03-08T00:00:00.000","90198","2022-05-13T00:00:00.000",,"78-02 NORTHERN BOULEVARD","Northern Boulevard","34th Avenue","W","11372","C1-2","-73.8881803","40.7550681","No",,"0",,"Jackson Heights",,,,"(40.7550681, -73.8881803)"
"QU-14-123770","LINK5G_Ad","PreCx","123770","LINK-013145","Queens","31","414","2021-10-08T00:00:00.000",,,,"34-11 BEACH CHANNEL DRIVE","Beach Channel Drive","Seagrid Boulevard","N","11691","C2-2","-73.766801","40.5964798","No",,"0",,"Hammels-Arverne-Edgemere","4529835","4158070001","4099200","(40.5964798, -73.766801)"
"QU-12-GF44830","LINK5G_NonAd","PreCx",,,"Queens","28","412","2022-08-09T00:00:00.000","90354",,,"156-10 BAISLEY BOULEVARD","156TH STREET","155TH STREET","N","11434","R3X","-73.7818546","40.6728569","No",,"0",,"Springfield Gardens North","4266231","4122610001","qu-294","(40.6728569, -73.7818546)"
"QU-12-118523","LINK5G_Ad","Live","118523","85117","Queens","27","412","2021-10-08T00:00:00.000",,,,"129-21 MERRICK BOULEVARD","Eveleth Road","Zoller Road","N","11434","R5D/C13","-73.7633582","40.6806786","No",,"0",,,"4583759","4124940018","4036600","(40.6806786, -73.7633582)"
