"link_site_id","planned_kiosk_type","link_installation_status","smallest_ppt","cb_link_id","boro","council_district","community_board","street_address","cross_street_1","cross_street_2","ixn_corner","postcode","zoning","latitude","longitude","link_installation","link_smoke_tested_and_activated_a","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","location"
"mn-08-108268","LINK1.0","Live","108268","mn-08-108268","Manhattan","5","108","1187 1 AVENUE","EAST 64 STREET","EAST 65 STREET","NW","10065","C2-8","40.762920880000000","-73.959715030000000","2018-03-23T00:00:00.000","2018-06-07T00:00:00.000","Lenox Hill-Roosevelt Island","1044695","1014390023","1011800","(40.76292088, -73.95971503)"
"mn-10-120058","LINK1.0","Live","120058","mn-10-120058","Manhattan","9","110","200 WEST 143 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","SW","10030","C1-4","40.820406170000000","-73.940303970000000","2017-08-13T00:00:00.000","2017-10-03T00:00:00.000","Central Harlem North-Polo Grounds","1060430","1020280016","1023200","(40.82040617, -73.94030397)"
"mn-06-121703","LINK1.0","Live","121703","mn-06-121703","Manhattan","5","106","1044 1 AVENUE","EAST 57 STREET","EAST 56 STREET","SE","10022","C1-5","40.758113400000000","-73.962914050000000","2017-10-25T00:00:00.000","2018-05-09T00:00:00.000","Turtle Bay-East Midtown","1040466","1013680001","1010601","(40.7581134, -73.96291405)"
"bk-16-150795","LINK1.0","Live","150795","LINK-025023","Brooklyn","41","316","268 SARATOGA AVENUE","PACIFIC STREET","ATLANTIC AVENUE","NW","11233","C2-3","40.6759851","-73.916601","2022-04-26T00:00:00.000","2022-08-31T00:00:00.000","Ocean Hill","3038527","3014320028","303","(40.6759851, -73.916601)"
"mn-05-108471","LINK1.0","Live","108471","mn-05-108471","Manhattan","3","105","264 WEST 35 STREET","8 AVENUE","7 AVENUE","SE","10001","M1-6","40.752699790000000","-73.992756420000000","2016-04-26T00:00:00.000","2016-05-17T00:00:00.000","Midtown-Midtown South","1014419","1007840077","1010900","(40.75269979, -73.99275642)"
"qu-01-125113","LINK1.0","Live","125113","qu-01-125113","Queens","22","401","37-20 30 AVENUE","38 STREET","37 STREET","SW","11103","C4-2A","40.764272570000000","-73.915958100000000","2017-04-22T00:00:00.000","2017-06-26T00:00:00.000","Astoria","4010592","4006590050","4006300","(40.76427257, -73.9159581)"
"mn-08-121049","LINK1.0","Live","121049","mn-08-121049","Manhattan","4","108","36 EAST 84 STREET","MADISON AVENUE","PARK AVENUE","SE","10028","C5-1","40.779453810000000","-73.959680890000000","2017-11-18T00:00:00.000","2018-03-29T00:00:00.000","Upper East Side-Carnegie Hill","1046787","1014950049","1014200","(40.77945381, -73.95968089)"
"mn-05-133505","LINK1.0","Live","133505","mn-05-133505","Manhattan","4","105","206 WEST 52 STREET","BROADWAY","7 AVENUE","SW","10019","C6-7","40.762593300000000","-73.983076900000000","2016-10-01T00:00:00.000","2016-10-28T00:00:00.000","Midtown-Midtown South","1024818","1010230029","1013100","(40.7625933, -73.9830769)"
"bx-04-146078","LINK1.0","Live","146078","LINK-020557","Bronx","16","204","247 EAST 169 STREET","GRANT AVENUE","SHERIDAN AVENUE","NW","10456","C2-4","40.835734440000000","-73.913960420000000","2018-04-19T00:00:00.000","2018-08-02T00:00:00.000","East Concourse-Concourse Village","2000000","2028300072","2017902","(40.83573444, -73.91396042)"
"mn-06-136617","LINK1.0","Live","136617","mn-06-136617","Manhattan","2","106","501 2 AVENUE","EAST 28 STREET","EAST 29 STREET","MIDBLOCK","10016","C1-8A","40.741225030000000","-73.978934620000000","2018-05-08T00:00:00.000","2020-11-09T00:00:00.000","Murray Hill-Kips Bay","1019898","1009090028","1006600","(40.74122503, -73.97893462)"
"bx-01-123215","LINK1.0","Live","123215","bx-01-123215","Bronx","17","201","3012 3 AVENUE","EAST 155 STREET","EAST 156 STREET","MIDBLOCK","10455","C4-4","40.819568000000000","-73.913388000000000","2016-10-29T00:00:00.000","2016-12-22T00:00:00.000","Melrose South-Mott Haven North","2117395","2023630024","2007100","(40.819568, -73.913388)"
"qu-06-145762","LINK1.0","Live","145762","LINK-006876","Queens","29","406","110-72 QUEENS BOULEVARD","73 ROAD","73 AVENUE","SW","11375","C1-2","40.718953000000000","-73.838976000000000","2017-03-04T00:00:00.000","2017-03-28T00:00:00.000","Forest Hills","4078799","4032927501","4076901","(40.718953, -73.838976)"
"bk-06-108348","LINK1.0","Live","108348","bk-06-108348","Brooklyn","39","306","311 SMITH STREET","UNION STREET","PRESIDENT STREET","MIDBLOCK","11231","C2-4","40.681345640000000","-73.994046940000000","2017-12-08T00:00:00.000","2018-02-12T00:00:00.000","Carroll Gardens-Columbia Street-Red Hook","3007265","3004360007","3007500","(40.68134564, -73.99404694)"
"mn-10-120042","LINK1.0","Live","120042","mn-10-120042","Manhattan","9","110","2013 ADAM CLAYTON POWELL JR. BOULEVARD","WEST 121 STREET","WEST 120 STREET","SE","10027","C2-4","40.806248960000000","-73.950094590000000","2016-10-15T00:00:00.000","2017-01-11T00:00:00.000","Central Harlem South","1057660","1019050063","1022000","(40.80624896, -73.95009459)"
"bk-08-146008","LINK1.0","Live","146008","LINK-005782","Brooklyn","35","308","437 PARK PLACE","WASHINGTON AVENUE","UNDERHILL AVENUE","NW","11238","C2-4","40.675659000000000","-73.963553000000000","2017-12-02T00:00:00.000","2018-02-12T00:00:00.000","Prospect Heights","3028883","3011600046","3020500","(40.675659, -73.963553)"
"qu-12-138198","LINK5G_Ad","Live","138198","35088","Queens","28","412","117-04 GUY R BREWER BLVD","Foch Boulevard","118th Avenue",,"11434","C1-3","40.6841092","-73.7830247","2022-08-25T00:00:00.000","2023-01-17T00:00:00.000","Baisley Park","4542466","4122400019","4028800","(40.6841092, -73.7830247)"
"mn-11-146076","LINK1.0","Live","146076","LINK-018377","Manhattan","8","111","2182 3 AVENUE","EAST 119 STREET","EAST 120 STREET","MIDBLOCK","10035","C4-4D","40.800095730000000","-73.938605140000000","2018-04-10T00:00:00.000","2018-05-17T00:00:00.000","East Harlem North","1054369","1017680033","1019600","(40.80009573, -73.93860514)"
"bk-16-157161","LINK1.0","Live","157161","LINK-025021","Brooklyn","41","316","354 SARATOGA AVENUE","SAINT MARKS AVENUE","BERGEN STREET","NW","11233","C2-3","40.6735251","-73.9168321","2022-04-18T00:00:00.000","2022-08-31T00:00:00.000","Ocean Hill","3039059","3014520051","303","(40.6735251, -73.9168321)"
"qu-01-145946","LINK1.0","Live","145946","LINK-019782","Queens","26","401","30-25 NORTHERN BOULEVARD","40 AVENUE","40 ROAD","NE","11101","M1-3/R7X","40.751498130000000","-73.934157390000000","2017-09-16T00:00:00.000","2018-01-09T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4000000","4004020001","4003100","(40.75149813, -73.93415739)"
"bx-05-119644","LINK1.0","Live","119644","LINK-011361","Bronx","15","205","333 EAST 181 STREET","TIEBOUT AVENUE","WEBSTER AVENUE",,"10457","R7-1","40.8539699","-73.8983647","2022-07-28T00:00:00.000","2022-09-12T00:00:00.000","Mount Hope","2013375","2031440045","2037900","(40.8539699, -73.8983647)"
"qu-02-141148","LINK1.0","Live","141148","qu-02-141148","Queens","26","402","10-93 JACKSON AVENUE","11 STREET","49 AVENUE","NW","11101","C2-5","40.743183790000000","-73.951617200000000","2017-03-11T00:00:00.000","2017-03-24T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4448532","4000440023","4000700","(40.74318379, -73.9516172)"
"mn-09-120563","LINK1.0","Live","120563","mn-09-120563","Manhattan","9","109","1481 AMSTERDAM AVENUE","WEST 133 STREET","WEST 134 STREET","NE","10031","C1-4","40.817656000000000","-73.953007000000000","2016-08-05T00:00:00.000","2016-09-28T00:00:00.000","Manhattanville","1059645","1019710001","1021303","(40.817656, -73.953007)"
"bk-01-146092","LINK1.0","Live","146092","LINK-021241","Brooklyn","34","301","361 BROADWAY","KEAP STREET","HOOPER STREET","NE","11211","C1-3","40.707581000000000","-73.955316490000000","2018-06-05T00:00:00.000","2019-01-22T00:00:00.000","North Side-South Side","3331238","3024630040","3052700","(40.707581, -73.95531649)"
"bx-01-118956","LINK1.0","Live","118956","bx-01-118956","Bronx","17","201","2882 3 AVENUE","WESTCHESTER AVENUE","EAST 151 STREET","NE","10455","C4-4","40.816679070000000","-73.916482850000000","2016-10-22T00:00:00.000","2016-12-22T00:00:00.000","Melrose South-Mott Haven North","2001159","2023620001","2007100","(40.81667907, -73.91648285)"
"mn-08-120952","LINK1.0","Live","120952","mn-08-120952","Manhattan","5","108","1259 1 AVENUE","EAST 68 STREET","EAST 67 STREET","SW","10065","R8B","40.765192970000000","-73.958062170000000","2018-04-23T00:00:00.000","2018-12-20T00:00:00.000","Lenox Hill-Roosevelt Island","1086891","1014420015","1011800","(40.76519297, -73.95806217)"
"qu-09-124798","LINK1.0","Live","124798","qu-09-124798","Queens","32","409","86-33 FOREST PARKWAY","JAMAICA AVENUE","85 ROAD","NE","11421","C1-4","40.692451060000000","-73.860858110000000","2017-06-24T00:00:00.000","2017-07-13T00:00:00.000","Woodhaven","4181531","4088530125","4001200","(40.69245106, -73.86085811)"
"bk-02-126904","LINK1.0","Live","126904","bk-02-126904","Brooklyn","33","302","128 MONTAGUE STREET","HENRY STREET","CLINTON STREET","SE","11201","C1-3","40.694725540000000","-73.994227100000000","2017-11-10T00:00:00.000","2020-11-02T00:00:00.000","Brooklyn Heights-Cobble Hill","3002077","3002490025","3000502","(40.69472554, -73.9942271)"
"qu-03-146005","LINK1.0","Live","146005","LINK-021803","Queens","21","403","93-01 ROOSEVELT AVENUE","93 STREET","94 STREET","NE","11372","C2-4","40.748797950000000","-73.873550430000000","2017-11-22T00:00:00.000","2018-02-08T00:00:00.000","Jackson Heights","4036514","4014810052","4027300","(40.74879795, -73.87355043)"
"qu-01-145952","LINK1.0","Live","145952","LINK-019890","Queens","22","401","36-20 BROADWAY","38 STREET","37 STREET","SW","11106","C4-2A","40.759723240000000","-73.920763170000000","2017-09-30T00:00:00.000","2018-01-12T00:00:00.000","Astoria","4009741","4006470041","4005900","(40.75972324, -73.92076317)"
"mn-06-135228","LINK1.0","Live","135228","mn-06-135228","Manhattan","2","106","415 2 AVENUE","EAST 24 STREET","EAST 23 STREET","NE","10010","C1-8A","40.738502500000000","-73.980610450000000","2017-09-26T00:00:00.000","2017-12-05T00:00:00.000","Gramercy","1078779","1009040029","1006400","(40.7385025, -73.98061045)"
"bk-14-126532","LINK1.0","Live","126532","bk-14-126532","Brooklyn","40","314","1133 FLATBUSH AVENUE","CLARENDON ROAD","CORTELYOU ROAD","NE","11226","C2-4","40.642875030000000","-73.957574390000000","2017-11-10T00:00:00.000","2018-02-14T00:00:00.000","Erasmus","3396547","3051650057","3079200","(40.64287503, -73.95757439)"
"mn-07-121257","LINK1.0","Live","121257","mn-07-121257","Manhattan","6","107","101 WEST 86 STREET","COLUMBUS AVENUE","AMSTERDAM AVENUE","NW","10024","C1-5","40.786653840000000","-73.972311400000000","2018-02-21T00:00:00.000","2020-11-16T00:00:00.000","Upper West Side","1032201","1012170035","1017300","(40.78665384, -73.9723114)"
"QU-02-158449","LINK1.0","Live",,,"Queens","26","402","52-19 QUEENS BOULEVARD","53rd Street","52nd Street","NW","11377","C2-3","40.7426365","-73.912044","2023-03-29T00:00:00.000","2023-05-25T00:00:00.000","Hunters Point-Sunnyside-West Maspeth",,,,"(40.7426365, -73.912044)"
"bk-01-145988","LINK1.0","Live","145988","LINK-021230","Brooklyn","34","301","561 METROPOLITAN AVENUE","LORIMER STREET","UNION AVENUE","MIDBLOCK","11211","C2-4","40.714129640000000","-73.950282990000000","2017-11-04T00:00:00.000","2018-06-13T00:00:00.000","East Williamsburg","3068656","3027560036","3050100","(40.71412964, -73.95028299)"
"qu-12-123887","LINK5G_Ad","Live","123887","LINK-013078","Queens","27","412","188-01 LINDEN BOULEVARD","Linden Boulevard","Dunkirk Drive",,"11412","C1-3","40.6920499","-73.7640145","2022-07-11T00:00:00.000","2023-04-07T00:00:00.000","St. Albans","4221047","4103810054","4039800","(40.6920499, -73.7640145)"
"bk-08-145032","LINK1.0","Live","145032","bk-08-145032","Brooklyn","36","308","656 NOSTRAND AVENUE","BERGEN STREET","ST MARKS AVENUE","SW","11216","C2-4","40.675965000000000","-73.950008000000000","2017-02-03T00:00:00.000","2017-03-08T00:00:00.000","Crown Heights North","3030663","3012190035","3031500","(40.675965, -73.950008)"
"mn-09-120493","LINK1.0","Live","120493","mn-09-120493","Manhattan","9","109","380 WEST 125 STREET","MORNINGSIDE AVENUE","ST NICHOLAS AVENUE","SE","10027","C4-4D","40.811204830000000","-73.953848780000000","2018-04-07T00:00:00.000","2018-08-30T00:00:00.000","Morningside Heights","1087468","1019510004","1020901","(40.81120483, -73.95384878)"
"mn-08-121767","LINK1.0","Live","121767","mn-08-121767","Manhattan","5","108","300 EAST 61 STREET","2 AVENUE","ED KOCH QUEENSBORO BRIDGE EXIT","SE","10065","C2-8","40.761748250000000","-73.963311130000000","2017-11-11T00:00:00.000","2018-02-16T00:00:00.000","Lenox Hill-Roosevelt Island","1044218","1014350049","1011000","(40.76174825, -73.96331113)"
"bx-07-114037","LINK1.0","Live","114037","LINK-010290","Bronx","11","207","266 EAST 205 STREET","EAST 204 STREET","PERRY AVENUE","MIDBLOCK","10467","C1-4","40.8737327","-73.879019","2021-12-10T00:00:00.000","2022-04-01T00:00:00.000","Norwood","2018100","2033410007","2042500","(40.8737327, -73.879019)"
"mn-05-136868","LINK1.0","Live","136868","mn-05-136868","Manhattan","3","105","819 6 AVENUE","WEST 28 STREET","WEST 29 STREET","NW","10001","C6-4X","40.746250900000000","-73.990505990000000","2017-09-24T00:00:00.000","2017-12-04T00:00:00.000","Midtown-Midtown South","1015118","1008040036","1009500","(40.7462509, -73.99050599)"
"QU-07-124356","LINK5G_Ad","Live","124356","SC90645","Queens","20","407","138-02 NORTHERN BOULEVARD","UNION STREET","BOWNE STREET","SE","11354","C1-2","40.7638316","-73.8279192","2022-07-01T00:00:00.000","2022-09-28T00:00:00.000","Flushing","4113289","4050100020","4086500","(40.7638316, -73.8279192)"
"bx-07-119793","LINK1.0","Live","119793","bx-07-119793","Bronx","15","207","385 EAST FORDHAM ROAD","DECATUR AVENUE","MARION AVENUE","NW","10458","C4-4","40.861993320000000","-73.891829960000000","2016-08-27T00:00:00.000","2017-06-21T00:00:00.000","Bedford Park-Fordham North","2016327","2032750065","2039901","(40.86199332, -73.89182996)"
"bk-06-126514","LINK1.0","Live","126514","bk-06-126514","Brooklyn","39","306","248 FLATBUSH AVENUE","ST MARKS AVENUE","PROSPECT PLACE","SW","11217","C2-4","40.679638580000000","-73.974371460000000","2017-11-03T00:00:00.000","2018-01-16T00:00:00.000","Prospect Heights","3018773","3009360012","3016100","(40.67963858, -73.97437146)"
"mn-09-120261","LINK1.0","Live","120261","mn-09-120261","Manhattan","7","109","2939 BROADWAY","WEST 115 STREET","WEST 114 STREET","SW","10025","C1-4","40.807295810000000","-73.964645550000000","2017-02-11T00:00:00.000","2017-03-13T00:00:00.000","Morningside Heights","1057388","1018967501","1020500","(40.80729581, -73.96464555)"
"mn-07-134372","LINK1.0","Live","134372","mn-07-134372","Manhattan","6","107","2721 BROADWAY","WEST 104 STREET","WEST 105 STREET","MIDBLOCK","10025","C1-5","40.800093040000000","-73.968295200000000","2017-12-06T00:00:00.000","2018-09-19T00:00:00.000","Upper West Side","1056583","1018760007","1019100","(40.80009304, -73.9682952)"
"mn-04-140360","LINK1.0","Live","140360","mn-04-140360","Manhattan","3","104","241 11 AVENUE","WEST 26 STREET","WEST 25 STREET","SW","10001","M1-5","40.750745580000000","-74.005815550000000","2017-05-26T00:00:00.000","2017-06-27T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1075683","1006700070","1009900","(40.75074558, -74.00581555)"
"mn-12-120328","LINK1.0","Live","120328","LINK-004663","Manhattan","7","112","3900 BROADWAY","WEST 163 STREET","WEST 164 STREET","NE","10032","C1-4","40.8378335","-73.9419026","2022-02-14T00:00:00.000","2022-04-18T00:00:00.000","Washington Heights South","1062924","1021220058","1024500","(40.8378335, -73.9419026)"
"mn-12-134406","LINK1.0","Live","134406","LINK-002173","Manhattan","10","112","4366 BROADWAY","WEST 187 STREET","WEST 186 STREET","S","10033","C8-3","40.8540071","-73.9336498","2022-02-07T00:00:00.000","2022-05-27T00:00:00.000","Washington Heights North","1076752","1021670029","1027100","(40.8540071, -73.9336498)"
"qu-12-141536","LINK1.0","Live","141536","qu-12-141536","Queens","27","412","168-03 JAMAICA AVENUE","168 STREET","168 PLACE","NE","11432","C6-2","40.706507000000000","-73.792368000000000","2016-08-18T00:00:00.000","2016-09-28T00:00:00.000","Jamaica","4209645","4097990022","4046000","(40.706507, -73.792368)"
"mn-05-121634","LINK1.0","Live","121634","mn-05-121634","Manhattan","4","105","15 EAST 29 STREET","MADISON AVENUE","5 AVENUE","NW","10016","C5-2","40.744742000000000","-73.985367000000000","2016-10-29T00:00:00.000","2016-11-21T00:00:00.000","Midtown-Midtown South","1016928","1008590015","1007400","(40.744742, -73.985367)"
"si-02-145826","LINK1.0","Live","145826","LINK-018410","Staten Island","50","502","1678 RICHMOND ROAD","DONGAN HILLS AVENUE","BUEL AVENUE","SE","10304","C1-1","40.589032000000000","-74.101684000000000","2017-04-10T00:00:00.000","2017-05-25T00:00:00.000","Old Town-Dongan Hills-South Beach","5050604","5035310009","5011401","(40.589032, -74.101684)"
"qu-02-128387","LINK1.0","Live","128387","qu-02-128387","Queens","26","402","45-02 44 STREET","QUEENS BOULEVARD","47 AVENUE","NW","11104","C1-4","40.743062710000000","-73.920681500000000","2016-11-19T00:00:00.000","2017-02-02T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4001993","4001680031","4018300","(40.74306271, -73.9206815)"
"mn-09-100231","LINK1.0","Live","100231","mn-09-100231","Manhattan","7","109","500 WEST 148 STREET","AMSTERDAM AVENUE","BROADWAY","SW","10031","C1-4","40.827196230000000","-73.946440650000000","2016-07-19T00:00:00.000","2016-08-22T00:00:00.000","Hamilton Heights","1061989","1020790036","1023300","(40.82719623, -73.94644065)"
"si-02-145730","LINK1.0","Live","145730","LINK-018382","Staten Island","50","502","2435 HYLAN BOULEVARD","BACHE AVENUE","BURBANK AVENUE","NW","10306","C2-1","40.571781520000000","-74.108613670000000","2017-02-19T00:00:00.000","2017-02-28T00:00:00.000","New Dorp-Midland Beach","5052814","5036470001","5012200","(40.57178152, -74.10861367)"
"mn-03-123265","LINK1.0","Live","123265","mn-03-123265","Manhattan","2","103","123 3 AVENUE","EAST 14 STREET","EAST 13 STREET","SE","10003","C1-9A","40.733107000000000","-73.987162000000000","2016-01-15T00:00:00.000","2016-01-27T00:00:00.000","East Village","1088500","1004697505","1004000","(40.733107, -73.987162)"
"mn-08-120990","LINK1.0","Live","120990","mn-08-120990","Manhattan","4","108","181 EAST 73 STREET","3 AVENUE","LEXINGTON AVENUE","NW","10021","C1-9","40.770545000000000","-73.960254000000000","2016-03-05T00:00:00.000","2016-03-29T00:00:00.000","Upper East Side-Carnegie Hill","1043046","1014080033","1012800","(40.770545, -73.960254)"
"bx-05-119628","LINK1.0","Retired","119628","bx-05-119628","Bronx","15","205","200 EAST 184 STREET","GRAND CONCOURSE","RYER AVENUE","SE","10458","C1-4","40.859153720000000","-73.898552590000000","2016-05-12T00:00:00.000","2016-07-15T00:00:00.000","Fordham South","2013738","2031590042","2038301","(40.85915372, -73.89855259)"
